customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
4762,Tammie,Brewer,Bangladesh,72,Male,103933,28,23.0,162.0,44.0,95339.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
9707,Ryan,Ford,Thailand,27,Female,42390,57,36.0,90.0,16.0,66734.0,904.0,99.0,998.0,4996.0,500.0,49999.0,1
3055,Julia,Greene,Belarus,59,Male,60455,54,10.0,322.0,35.0,95986.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
8410,Richard,Mitchell,Denmark,21,Female,90093,62,30.0,170.0,42.0,95743.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
3688,Isaac,Rodriguez,Norway,42,Male,124567,27,9.0,213.0,40.0,94123.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
6292,James,Yates,Cayman Islands,51,Female,44422,15,8.0,322.0,32.0,93406.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
4398,Jose,Mason,Bulgaria,21,Female,80451,63,5.0,256.0,33.0,91595.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
3346,Courtney,Morgan,Bangladesh,49,Male,29630,8,8.0,199.0,37.0,94434.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
5609,Cynthia,Munoz,Nicaragua,74,Male,60929,15,31.0,278.0,44.0,92424.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
5380,Joshua,Tate,North Macedonia,74,Female,145454,41,38.0,220.0,36.0,93320.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
6942,Sharon,Baldwin,Mongolia,39,Female,144171,25,13.0,314.0,39.0,96834.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
7205,Douglas,Bennett,Palestinian Territory,42,Female,41810,61,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
3450,Brooke,Wright,Norfolk Island,62,Female,22489,75,28.0,104.0,29.0,95922.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5705,Abigail,Lloyd,Iraq,57,Female,101795,62,35.0,148.0,32.0,94970.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
8303,Ashley,Mcgee,Denmark,45,Male,119298,55,29.0,133.0,36.0,98904.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
9390,Nicole,Lyons,Hungary,74,Female,109018,78,24.0,264.0,49.0,86489.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
7622,Chad,Day,Slovakia (Slovak Republic),28,Male,47970,39,8.0,235.0,39.0,93816.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8686,Alejandro,Blackburn,Russian Federation,50,Male,135485,71,35.0,329.0,33.0,95065.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
5978,Timothy,Griffin,Finland,32,Male,73990,7,11.0,242.0,43.0,92525.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
4477,Rebecca,Moreno,Ukraine,47,Male,22069,32,9.0,191.0,38.0,94947.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
4052,Alice,Reed,Nepal,24,Male,59738,5,4.0,97.0,10.0,42899.0,697.0,90.0,974.0,4944.0,500.0,49921.0,1
7043,Matthew,Mills,Slovenia,51,Male,34227,40,3.0,162.0,23.0,78667.0,972.0,100.0,1000.0,5000.0,500.0,50000.0,1
2592,Anthony,Terry,Trinidad and Tobago,77,Male,70605,23,26.0,300.0,45.0,92805.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
6032,Dale,Simmons,Togo,23,Female,104128,7,38.0,177.0,32.0,92617.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
1520,Derrick,Clark,Canada,24,Male,112431,74,4.0,199.0,30.0,88587.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
9705,Nathaniel,Cline,Korea,60,Female,101919,12,40.0,322.0,26.0,83983.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
3761,Amanda,Allen,Switzerland,20,Male,124780,73,24.0,170.0,45.0,93974.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
8478,Cathy,Sanchez,Mongolia,40,Female,112309,40,35.0,307.0,36.0,95679.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
8385,Nicole,Smith,Ghana,57,Female,30112,48,8.0,162.0,33.0,93953.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8888,Michelle,Martinez,Solomon Islands,50,Male,130382,38,4.0,141.0,21.0,75829.0,959.0,99.0,1000.0,5000.0,500.0,50000.0,1
2394,Cassidy,Gomez,San Marino,32,Male,23823,10,40.0,155.0,25.0,83694.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
2530,Jacob,Cline,Peru,67,Male,33004,44,16.0,228.0,48.0,88124.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
3464,Michael,Lewis,Italy,57,Female,119264,6,6.0,336.0,25.0,85173.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
3388,Jeffrey,Alvarez,Andorra,76,Female,53022,7,14.0,126.0,33.0,97694.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
5710,Stacy,Farmer,Guyana,68,Male,38555,27,6.0,133.0,24.0,82195.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
6253,Susan,Delgado,Mayotte,32,Male,73104,9,19.0,242.0,50.0,85756.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
4953,Tonya,Werner,Malta,30,Male,73482,25,7.0,191.0,35.0,93751.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
7438,Jennifer,Fischer,Guam,31,Male,47203,37,20.0,329.0,41.0,97800.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
9901,Wendy,Smith,Moldova,69,Male,57355,67,17.0,184.0,45.0,92430.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
7383,James,Mason,Maldives,41,Female,125000,55,2.0,90.0,3.0,12734.0,254.0,44.0,628.0,4036.0,462.0,46897.0,1
5261,Brandon,Johnson,Congo,18,Female,133428,66,25.0,358.0,34.0,99778.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
9466,Whitney,Wilson,Equatorial Guinea,32,Male,126607,27,24.0,285.0,48.0,89605.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
8210,Michael,Lopez,Spain,40,Female,66648,10,28.0,358.0,33.0,98786.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
8007,Alicia,Blake,Uzbekistan,46,Male,107684,6,22.0,191.0,48.0,89746.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
2256,Bonnie,Stein,Fiji,51,Female,45034,16,9.0,112.0,23.0,83754.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
6380,Jane,Ryan,Burkina Faso,74,Male,87795,57,17.0,329.0,40.0,98053.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
4314,Carrie,Lindsey,Pakistan,36,Male,96433,44,18.0,235.0,49.0,86351.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
7885,Scott,Garcia,Mauritania,69,Male,116537,60,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
7299,Gerald,Luna,American Samoa,23,Male,140733,6,31.0,343.0,34.0,97946.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
8936,Debra,Meza,Ukraine,34,Male,29387,66,32.0,177.0,41.0,95522.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
3418,Aaron,Lee,Gabon,41,Female,35213,11,12.0,184.0,41.0,95070.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
2196,Sandra,Jones,China,53,Male,104373,39,12.0,148.0,35.0,97305.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
6612,Samuel,Quinn,Saudi Arabia,43,Male,22211,21,1.0,112.0,7.0,29787.0,532.0,78.0,914.0,4835.0,498.0,49560.0,1
6612,Samuel,Quinn,Saudi Arabia,43,Male,22211,47,34.0,293.0,40.0,95236.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
4019,Darlene,Rodriguez,China,66,Male,104111,75,9.0,285.0,38.0,94907.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
1432,Rachel,Pacheco,Saint Barthelemy,39,Male,109061,13,7.0,300.0,33.0,93392.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
4452,Regina,Taylor,Paraguay,19,Female,55819,65,29.0,177.0,44.0,94274.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
3359,Gary,Marshall,Iceland,39,Female,36656,53,2.0,278.0,26.0,81541.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
6274,Michelle,Rogers,Cuba,27,Male,116502,64,15.0,141.0,37.0,98614.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5588,Tonya,Schmidt,Nigeria,22,Male,43656,26,26.0,119.0,34.0,99491.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
2068,Jacob,Rios,Georgia,50,Female,80138,6,5.0,141.0,23.0,80738.0,976.0,100.0,1000.0,5000.0,500.0,50000.0,1
7557,David,Dawson,Rwanda,29,Female,24035,40,39.0,112.0,17.0,68013.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
8099,Carolyn,Gutierrez,China,47,Female,87016,34,28.0,206.0,47.0,89414.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
8490,April,Martin,Luxembourg,25,Female,126272,71,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
5845,Ian,Adams,Antigua and Barbuda,48,Male,104001,74,24.0,141.0,39.0,98911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
1605,James,Waters,Mongolia,80,Male,143711,6,14.0,336.0,36.0,98282.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
5642,Neil,Larson,Marshall Islands,59,Male,38231,75,27.0,235.0,49.0,86582.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
2068,Jacob,Rios,Georgia,50,Female,80138,47,38.0,249.0,37.0,93291.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
6612,Samuel,Quinn,Saudi Arabia,43,Male,22211,16,2.0,133.0,15.0,58594.0,854.0,97.0,996.0,4989.0,500.0,49995.0,1
2371,Aaron,Greene,Christmas Island,65,Female,91993,14,13.0,112.0,28.0,93602.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
4237,Cynthia,Ford,South Georgia and the South Sandwich Islands,26,Male,121168,5,40.0,141.0,22.0,78812.0,970.0,100.0,1000.0,5000.0,500.0,50000.0,1
5108,Christina,Green,El Salvador,53,Male,137382,40,34.0,264.0,42.0,93369.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
4689,James,Huber,Solomon Islands,34,Female,78318,55,14.0,155.0,39.0,97545.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
5054,Alicia,Navarro,Iran,54,Male,131137,6,12.0,155.0,37.0,97202.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
2992,Charles,Stephenson,Angola,70,Female,56332,71,39.0,314.0,29.0,88899.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
5802,Stephanie,Henson,Saudi Arabia,44,Male,85247,52,19.0,155.0,42.0,96910.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5838,Michelle,Robles,Belgium,22,Male,148634,47,10.0,220.0,42.0,93526.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
7534,Rachel,Harris,Congo,47,Male,137757,36,37.0,285.0,36.0,94186.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
4600,Gloria,Adams,Tonga,49,Male,34084,5,20.0,170.0,45.0,94072.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
5953,Kayla,Kim,Jamaica,80,Female,24683,70,27.0,358.0,34.0,99234.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
2494,Terri,Ballard,Kuwait,53,Male,114748,77,26.0,170.0,44.0,94368.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
7180,Donna,Williams,Norfolk Island,25,Female,100468,17,9.0,329.0,32.0,94275.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
3164,James,Beasley,Venezuela,52,Female,75189,11,17.0,322.0,41.0,97079.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
5402,Robert,Meza,Saint Vincent and the Grenadines,46,Female,103037,27,23.0,170.0,45.0,93911.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
6548,Robert,Wagner,Wallis and Futuna,52,Female,43777,27,33.0,314.0,38.0,96661.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
4064,Jennifer,Wright,Guinea-Bissau,46,Male,116165,76,12.0,191.0,42.0,94376.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
9112,Margaret,Swanson,Jersey,63,Male,144963,63,7.0,242.0,37.0,93595.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
2266,Laura,Navarro,Reunion,66,Female,77406,11,30.0,271.0,46.0,90859.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
5936,Taylor,Greer,Kuwait,75,Male,48788,67,30.0,365.0,30.0,96036.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
5978,Timothy,Griffin,Finland,32,Male,73990,26,1.0,170.0,20.0,69292.0,930.0,99.0,999.0,4998.0,500.0,50000.0,1
9390,Nicole,Lyons,Hungary,74,Female,109018,72,39.0,199.0,33.0,91959.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
1425,Michelle,Collins,Morocco,76,Female,64011,54,22.0,300.0,46.0,92287.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
1419,Brian,Sanders,Bosnia and Herzegovina,43,Female,51580,6,34.0,285.0,40.0,94736.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
9096,Kathryn,Gentry,Sweden,73,Female,119217,22,26.0,271.0,48.0,88052.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
1528,Frank,Wallace,Sri Lanka,77,Male,141247,45,29.0,119.0,32.0,98052.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5937,James,Ross,Nepal,63,Female,71972,73,24.0,278.0,48.0,88404.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
9405,Jorge,Marshall,Antarctica (the territory South of 60 deg S),28,Female,143481,29,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
7205,Douglas,Bennett,Palestinian Territory,42,Female,41810,31,32.0,278.0,43.0,93139.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
4152,Jennifer,Clark,Eritrea,52,Female,122405,59,1.0,191.0,23.0,75096.0,960.0,100.0,1000.0,5000.0,500.0,50000.0,1
6798,Margaret,Grant,Antarctica (the territory South of 60 deg S),62,Female,130298,26,18.0,213.0,48.0,87701.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
5579,Ann,Harding,Tunisia,42,Male,23694,77,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
5437,Jesus,Wood,Guyana,27,Male,148410,72,29.0,126.0,34.0,98719.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
8126,Rebecca,Bernard,Chile,40,Female,40502,33,3.0,141.0,19.0,70000.0,931.0,99.0,999.0,4998.0,500.0,50000.0,1
4042,Chad,Bernard,Cook Islands,18,Male,138250,5,26.0,126.0,36.0,99725.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
3052,Jennifer,Gomez,Greece,59,Male,114649,25,20.0,191.0,47.0,89935.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
5115,Stephanie,Kaufman,Kiribati,60,Male,33258,6,28.0,199.0,47.0,90362.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
1041,Austin,Simmons,Finland,79,Male,75946,25,30.0,155.0,39.0,97479.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
1610,Denise,Harris,Burundi,60,Male,131130,51,30.0,300.0,43.0,94591.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
7135,Robin,Eaton,Montenegro,64,Male,26989,66,11.0,213.0,43.0,93277.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
6544,Susan,Harper,Solomon Islands,31,Female,99147,15,36.0,249.0,40.0,93719.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
4953,Tonya,Werner,Malta,30,Male,73482,55,14.0,90.0,23.0,85722.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
2266,Laura,Navarro,Reunion,66,Female,77406,21,24.0,133.0,38.0,99617.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
3346,Courtney,Morgan,Bangladesh,49,Male,29630,55,35.0,293.0,38.0,95213.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
1041,Austin,Simmons,Finland,79,Male,75946,53,22.0,329.0,41.0,97750.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
9360,Crystal,Whitaker,Costa Rica,40,Female,47063,32,15.0,256.0,47.0,89353.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
3464,Michael,Lewis,Italy,57,Female,119264,27,14.0,133.0,34.0,98206.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
5054,Alicia,Navarro,Iran,54,Male,131137,78,19.0,358.0,34.0,99675.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
8834,Benjamin,Marshall,China,53,Female,71015,23,13.0,206.0,44.0,92344.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
3113,Amy,Garcia,Maldives,77,Female,89647,75,5.0,162.0,27.0,86941.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
6312,Justin,Morrison,Gambia,56,Male,110806,62,22.0,119.0,34.0,99902.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
1480,Sheila,Leon,Saint Kitts and Nevis,51,Female,141408,11,2.0,155.0,20.0,70349.0,934.0,99.0,999.0,4998.0,500.0,50000.0,1
6341,Shannon,Gomez,Chile,67,Female,23366,54,13.0,162.0,39.0,96927.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
5261,George,Torres,Montserrat,49,Female,49662,42,30.0,271.0,46.0,90859.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
1027,Michael,Knox,Barbados,80,Female,97634,61,25.0,191.0,47.0,90028.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
1258,Warren,Wagner,Saint Pierre and Miquelon,23,Female,28263,78,20.0,256.0,49.0,85998.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
4180,Tammy,Browning,Romania,74,Female,109081,75,33.0,148.0,35.0,96982.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
4510,Louis,Reeves,Germany,41,Female,94347,35,8.0,206.0,38.0,94279.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8921,Kenneth,Hart,Korea,53,Male,92256,24,37.0,97.0,17.0,67887.0,913.0,99.0,999.0,4997.0,500.0,49999.0,1
5802,Johnny,Fisher,Turkmenistan,52,Female,69590,44,11.0,256.0,43.0,92874.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
2260,Linda,Donovan,French Southern Territories,35,Female,71787,18,15.0,133.0,35.0,98717.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
8951,Lori,Crawford,Panama,71,Female,135289,42,36.0,112.0,22.0,82272.0,977.0,100.0,1000.0,5000.0,500.0,50000.0,1
9633,Mark,Meyer,Chile,21,Male,44602,78,25.0,329.0,41.0,97810.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5677,Parker,Roth,Mexico,62,Female,93664,66,30.0,119.0,31.0,97234.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
8936,Debra,Meza,Ukraine,34,Male,29387,20,8.0,220.0,39.0,93979.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8251,James,Austin,Trinidad and Tobago,64,Female,58607,41,15.0,177.0,43.0,94615.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
7145,Ashley,Robinson,Azerbaijan,23,Male,113107,62,4.0,336.0,21.0,76303.0,961.0,100.0,1000.0,5000.0,500.0,50000.0,1
7577,Brandy,Burton,Monaco,38,Male,93114,28,20.0,235.0,50.0,85357.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
8048,Dominic,Johnson,Gabon,67,Female,140945,65,20.0,97.0,28.0,95809.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
6297,Zachary,Hayes,Jordan,49,Female,121590,41,9.0,307.0,35.0,95370.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
1480,Sheila,Leon,Saint Kitts and Nevis,51,Female,141408,55,26.0,170.0,44.0,94368.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
7205,Douglas,Bennett,Palestinian Territory,42,Female,41810,45,6.0,191.0,33.0,92446.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
3761,Amanda,Allen,Switzerland,20,Male,124780,52,19.0,329.0,41.0,97877.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
5378,Charles,Hernandez,Saint Martin,37,Male,117495,35,30.0,170.0,42.0,95743.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
