customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
3222,Matthew,Myers,Christmas Island,67,Female,54406,77,22,7,-46.2256445074683,18.153507371764906,-907.1693909011558,-2077.447599146299,-2208.4181836929743,-1899.866180880322,-4901.38299341072,-47663.36719006016,0
5486,Marie,Ramos,United States Virgin Islands,38,Male,37068,71,20,37,-50.64695310207013,19.256904668838388,-908.1786981929797,-1906.7792329512395,-2209.520327853104,-1898.4957212262143,-4901.109099557783,-47806.78384775233,1
9684,Jerry,Ross,Hungary,21,Male,42125,5,39,14,-94.94989068537923,-125.76601039711807,-507.1110181074318,-13073.6245434496,-2878.7552733718694,-2641.3820400588643,-4687.283750542076,-40302.72577760453,1
2960,William,Smith,British Virgin Islands,52,Female,104064,63,19,38,-61.877899849622096,18.17641858850211,-896.7112402208754,-2462.0403849987597,-2218.4104805028246,-1914.1899449610262,-4897.967428549731,-47343.453534698136,1
1978,Leah,Butler,Marshall Islands,68,Male,35565,74,39,23,-76.44430167342209,-97.04758865460921,-193.79474001611058,-7434.03863301387,-3874.985501279277,-3499.699460193252,-4400.328511167827,-43615.291287168686,0
6910,Jo,Hernandez,Oman,67,Female,117653,64,23,39,-70.1213233692088,16.100913976606122,-907.6752273031254,-3707.1445161860124,-2183.3371849511223,-1899.2098817121357,-4908.734576210976,-46338.80949349467,1
6037,Robert,Owens,Estonia,53,Female,148944,77,25,24,16.944030659406273,-130.95106782407598,-1381.0908669490868,-27212.323456472568,-1549.828696350612,-1536.6376717527316,-5111.208816322382,-36278.6991217162,1
5825,Denise,Hudson,Jersey,63,Female,60281,57,11,15,-31.061231471803875,-37.91304758573831,-435.01536218768905,-5586.469592141047,-3160.2326510954904,-2817.182799031976,-4604.990567371409,-44912.29112363346,0
2927,Aaron,Cox,Bolivia,39,Female,125098,22,13,3,-113.43226937982533,-91.79235854233693,-865.9314392535277,-22650.74034530667,-2052.155506471626,-1958.1621119532344,-4945.218833303326,-36908.2104224737,1
4475,Michelle,Russo,Tajikistan,66,Female,29998,26,35,22,-35.82696898309524,-54.875910725756825,-284.05588539345536,-5192.16449003598,-3610.3984779968814,-3227.3523607823754,-4474.692025241733,-45202.614037364925,1
8978,Adriana,Garcia,British Indian Ocean Territory (Chagos Archipelago),36,Female,51969,41,10,18,-28.636030243849316,-49.53195842428316,-389.76363420393443,-6334.149503499796,-3277.0912122871496,-2934.20332429164,-4570.369542138855,-44374.83192070841,1
3258,Brittany,Villarreal,Albania,79,Male,80886,13,22,18,17.28727807389034,-128.36734059750043,-1381.7296899115047,-27470.92156735802,-1548.6216499193054,-1536.5256516949564,-5111.580523853583,-36262.09259526617,0
6574,Andrew,Miller,Tajikistan,47,Male,91954,56,17,34,-31.74003643800508,-3.8304169327483635,-740.2179408003096,-4507.474159029405,-2459.9032643363576,-2160.9244735492803,-4819.841654517964,-45718.095789402294,1
6692,Jennifer,Banks,Puerto Rico,60,Female,107757,36,37,30,-75.33082915972258,-72.37660944039185,-216.07016595897107,-7047.7579006916685,-3805.292511428135,-3430.6075490124367,-4419.658638719862,-43877.81904639519,1
1053,James,Gutierrez,Bolivia,33,Male,94496,36,32,23,-13.040856280573937,-69.56506550188168,-550.6431777905982,-11082.552156432515,-2791.5494801321515,-2541.399850386205,-4714.381320896224,-41361.041099405236,1
7919,Charles,Olson,Timor-Leste,74,Female,140922,12,18,15,2.665214424687555,-80.07260789990774,-888.4091443247357,-18219.216841754613,-2048.2124390372423,-1925.969575675031,-4947.4898759047355,-38129.86167719241,1
8478,Jennifer,Nguyen,Eritrea,59,Female,120514,39,15,26,1.1617906587874174,-86.4362837395498,-839.0214023573942,-17441.371444558372,-2134.4330473401405,-1998.2622931212964,-4919.65657671752,-38406.320303343884,1
7747,Johnathan,Fuller,Guadeloupe,48,Male,31571,35,11,10,-59.93074173605778,-19.83940838601495,-449.37130684248154,-3507.6982131596988,-3150.5671907996393,-2781.0919621373764,-4608.510842587202,-46496.523449919696,0
6236,Benjamin,Fuller,Morocco,63,Male,84391,50,20,5,-66.87492964280665,17.754314086634505,-911.156162027972,-3112.3977191131225,-2186.8734585631037,-1894.4987906450817,-4907.865297615936,-46812.77529113147,0
9252,Bradley,Moreno,Yemen,21,Male,48406,26,7,38,-131.58812031985303,-206.60753487585558,-2184.4475909716475,-36586.174162366966,-2181.6795803395567,-2195.41884108194,-4899.398918849154,-36984.718962908926,0
4291,Breanna,Jones,Saint Helena,25,Male,55484,32,35,19,-38.277773157780956,-52.22050139522234,-276.8662492279806,-4822.735033759297,-3638.245208876047,-3248.2950530258086,-4466.90567433805,-45478.94874439491,0
9364,Mike,Hunter,French Southern Territories,50,Male,54643,25,19,24,17.76928865302778,-132.83592183822765,-1417.2522691348593,-27820.699230378705,-1540.0983119070816,-1531.8218556818842,-5114.35998543899,-36242.88842005511,1
6147,David,Graham,Philippines,26,Male,141671,66,35,39,-127.27463437893161,-176.2498044789163,-1679.4530575547547,-32304.361409139718,-1577.563771818606,-1594.0998474226308,-5100.53774645798,-36328.46390582455,1
9891,Brian,Fisher,Egypt,18,Male,33289,47,35,24,-37.29120411327699,-53.25030377653877,-279.5264951390768,-4964.477250522659,-3627.8479243070256,-3240.53112954498,-4469.809547326076,-45372.4309577097,0
2455,Christine,Rowland,Myanmar,20,Male,91431,70,1,28,-132.8403315333524,-288.0723072660877,-3749.8234437425467,-44797.42554155986,-8358.229211960755,-8087.641886969091,-3474.259673819586,-39813.50852700499,1
4884,Paul,Mathis,Estonia,57,Female,123531,62,34,14,-46.357977605816274,-36.524872264145,-326.2804781377746,-3779.3330483714662,-3500.0330517203706,-3106.893597269664,-4506.501619793082,-46281.98856373471,0
7016,Jody,Yoder,Mayotte,35,Male,60628,66,3,29,-110.82554774262962,-182.47298891940528,-1262.26101638395,-20334.325744913847,-1636.9465011631219,-1575.308836109621,-5083.259807153328,-37471.79172253053,1
9562,Susan,Reid,Saint Helena,56,Female,125349,71,26,14,-2.969789787669672,-64.624787371897,-788.5337632606181,-15255.124692390773,-2242.1891527845555,-2078.415558490917,-4885.488992690283,-39282.55056986809,0
6406,Bonnie,Boyd,Gambia,69,Female,134103,59,23,33,-17.39818653109698,-21.86541383903298,-761.656986508287,-8740.349926359673,-2362.741397238859,-2123.596413966193,-4849.035450125099,-42761.36830288818,0
3553,Jimmy,Marshall,Slovenia,78,Male,108808,26,2,4,-205.9580418814508,-718.5744874706717,-29175.941794773702,-1347323.7246902687,-1396081.1277737431,-1018178.535969218,-23963384.49542926,-26629769.799441393,1
6244,Richard,Barnes,Tanzania,67,Female,101318,77,38,6,-142.49364769257895,-272.4827665305812,-3760.9036429812168,-53918.371575943514,-8477.223026019292,-8151.029147170391,-3455.880223027634,-45375.802184722656,0
4687,Robert,Mills,Saint Barthelemy,43,Female,66601,15,4,4,-181.12472060725048,-508.0503196852888,-14191.456735885344,-347362.1182869738,-236369.00093508486,-204892.78041374037,-690729.2125524452,-1583524.1442807687,0
6315,Kelli,Munoz,Bermuda,79,Male,129900,41,30,17,-7.6327853038091895,-69.80334691341707,-662.5566510631463,-13206.90889551035,-2511.865203933036,-2306.0750424159164,-4800.453762345976,-40236.22390825449,1
6274,Frederick,White,Gambia,30,Male,56762,15,7,15,-64.86993258521032,-57.77228955869937,-200.5406905295364,-5036.656833744341,-3884.437141826972,-3478.6115940473233,-4398.197307542985,-45318.419781862336,0
7210,Ann,Newman,Monaco,72,Female,86946,23,26,31,-10.149010608261701,-44.986289615031936,-724.7299195166322,-11855.997400324673,-2397.8985348377855,-2188.759850984896,-4836.808966649682,-40935.524549669935,0
4204,Mckenzie,Rivera,Ecuador,63,Female,100996,5,29,8,-54.5047540820937,1.8196414887527403,-675.5361883438507,-2489.1783665501753,-2620.5672151905633,-2280.632940987908,-4770.212458907263,-47321.04121732939,0
5002,Marissa,Gonzalez,Uzbekistan,43,Male,82713,73,33,32,-51.799953840913616,-25.648902300166785,-396.2024826144837,-3347.2352441540315,-3300.681067476923,-2917.1959255121933,-4564.342920534851,-46624.309499460374,1
7417,Jose,Thompson,Taiwan,77,Female,26356,46,25,5,-69.2145135369698,13.358316595829873,-864.6000490612093,-3621.2167373859947,-2251.6227437255657,-1959.867996626111,-4886.712045389955,-46406.6161866858,1
4556,Brenda,Beck,Sierra Leone,24,Female,48393,49,21,12,-8.254651284256521,-43.292183037011796,-775.8857367823928,-12611.458327997394,-2291.816370811499,-2099.461843317584,-4870.366788758911,-40537.57721810001,0
8627,Ryan,Davis,Saint Kitts and Nevis,64,Male,124684,6,34,3,-137.13422049093052,-207.14675404774687,-2393.2679911106243,-42078.82274086003,-2636.792055475631,-2629.2871303950024,-4755.756451685957,-38648.41888958283,0
8627,Ryan,Davis,Saint Kitts and Nevis,64,Male,124684,47,33,25,-22.819725619491468,-56.644309955792934,-432.59643287160225,-7844.885976772594,-3137.0187604221123,-2823.3428585006905,-4611.212936954835,-43341.09764045047,1
3595,Jennifer,Harris,Taiwan,42,Female,88386,14,15,6,-70.94278627861726,0.13290067800000216,-709.8979786693262,-4335.332314392971,-2522.4279016329237,-2215.757234668744,-4800.192744995526,-45849.946063830175,1
7192,Ashley,Jensen,Martinique,34,Male,87982,26,37,10,-97.86573281757178,-108.44824379868203,-515.9926329603691,-14461.52694279923,-2842.1519962659795,-2620.62217422492,-4698.066266646172,-39636.8060011732,1
3258,Brittany,Villarreal,Albania,79,Male,80886,52,34,4,-125.78373019412965,-161.3922328909666,-1496.715531447557,-31061.649971560357,-1526.0461844231306,-1532.661356506114,-5118.607252218775,-36243.09204206057,1
7576,David,Martin,Turkmenistan,60,Male,85756,67,35,21,-36.02428279199604,-54.65007971604122,-283.4029894473603,-5160.283351452142,-3612.8959237750933,-3229.2489044947606,-4473.992549128932,-45226.29651712684,1
8994,Donald,Peterson,Peru,66,Female,74183,11,28,3,-100.62859426857202,-44.519526855771474,-721.0848429508926,-15287.344586407657,-2370.225447259382,-2195.4132527099828,-4844.588603128155,-39268.57164292782,1
8731,Kenneth,Murphy,Nepal,74,Female,148498,12,18,23,16.6361432157828,-130.55874465184635,-1369.1265417853622,-26987.484619266033,-1553.9431386418253,-1538.9462891593205,-5109.866282647839,-36294.80155822415,1
2965,Isabel,Kelly,Bhutan,46,Male,33241,35,5,36,-133.64333545727868,-237.59452897390403,-2739.866745281182,-40028.21942525528,-3630.350363271576,-3588.690718705338,-4463.338998052175,-37919.225779702596,0
2278,Cameron,Savage,Venezuela,69,Male,69035,36,17,27,5.914884607339278,-93.87371764198033,-963.5532412354867,-20068.00176908275,-1924.9448753136987,-1827.6090909505804,-4987.454506352369,-37547.10951252449,0
6285,George,Howard,Venezuela,24,Female,114516,64,36,27,-53.19234873462908,-53.04273644792292,-205.10089126656237,-4110.880512948386,-3882.2414036540117,-3464.429945017794,-4398.99635691577,-46023.19780589594,0
9252,Bradley,Moreno,Yemen,21,Male,48406,64,1,3,-230.71631415503887,-949.4348350749582,-51998.663891779084,-4231254.886208511,-7282141.765456871,-4865509.395725232,-636088860.0113583,-273443322.4962283,0
2965,Isabel,Kelly,Bhutan,46,Male,33241,59,19,4,-79.12012492415464,5.61526630881689,-849.6423472153938,-6060.705775738623,-2241.75100552333,-1982.0516432350591,-4888.831295830329,-44569.43036639798,0
5382,Emily,Fleming,China,77,Male,106548,39,25,13,-5.673911466319119,-54.13810813078693,-771.2716150809588,-13890.512506393023,-2287.1699953154143,-2107.2661011776268,-4871.462848947427,-39903.65292603456,0
5306,Pamela,Gray,Central African Republic,52,Female,82063,60,31,29,-22.172093342063693,-42.967285927748705,-519.3028861629786,-7759.001417085357,-2909.319236699537,-2612.841239285015,-4679.499101877562,-43397.99675021352,0
2083,Mallory,Fox,Saint Barthelemy,33,Female,48477,55,14,36,-60.54712197117557,-0.13419154093667984,-657.9027925024295,-2907.881522013892,-2651.933967203119,-2315.0883668837782,-4760.267287230483,-46978.24992259075,1
3962,Shawn,Roy,Spain,53,Male,21502,79,22,29,5.826069819921324,-85.76700254922426,-966.6965236627882,-20006.153145407327,-1921.1601356477463,-1823.7991724180933,-4988.716214491331,-37564.91305046166,1
2371,Julian,Gray,Turkmenistan,52,Female,149699,48,31,21,-6.401218165425629,-79.50578591442984,-665.233954587759,-13803.722059093685,-2500.038043887026,-2300.8332147149204,-4803.998635251395,-39945.07900206631,1
9832,Audrey,Grant,Uzbekistan,58,Female,136889,34,16,3,-98.978078281329,-37.81303429164117,-732.2272885793682,-14395.106385688843,-2356.7713249302633,-2175.2956024864243,-4849.111201454696,-39667.34222603963,1
6274,Frederick,White,Gambia,30,Male,56762,29,13,9,-54.62364133893725,-5.846408337266006,-587.3581360231226,-2748.0483399308837,-2813.1628199568668,-2460.6299366565017,-4710.547437148562,-47108.46767167353,1
9505,Daniel,Morgan,Costa Rica,38,Male,49496,62,14,20,0.7364323498338621,-90.26270308484575,-824.5852068938063,-17228.246720144394,-2160.780430530338,-2020.5387283909326,-4911.185361946787,-38485.301234702274,1
6538,Tyler,Little,Moldova,76,Female,106451,49,24,11,-16.051924589599647,-26.12760920723729,-748.2674823087889,-9291.646969276451,-2381.4865911064157,-2146.8249733428547,-4842.874422354551,-42416.65342825887,1
4940,Nicholas,Cooke,British Virgin Islands,64,Male,70349,27,11,26,-22.074949497956244,-52.75369811657386,-463.4742470981667,-7977.2745809783855,-3051.585830049273,-2746.239090339105,-4636.611192255732,-43253.841197114845,0
3880,Joshua,Hernandez,Malaysia,58,Male,34115,16,7,29,-66.44488567256029,-58.506554319724216,-204.50638010468825,-5256.007191574609,-3868.0573274222115,-3466.291730242049,-4402.665313381425,-45155.27751636151,1
1193,Misty,Chavez,Saudi Arabia,47,Female,135275,17,38,7,-133.0020201437615,-230.98760449758132,-2604.1161184258303,-38968.711371246674,-3200.362087063193,-3177.353664116499,-4586.185903451755,-37592.928592006894,0
7896,Stephanie,Moss,Mali,52,Male,80595,59,28,9,-41.819966227683935,0.6339145870718355,-704.5947760118681,-2932.19810505196,-2553.6626568731976,-2225.5590067335775,-4790.9614646697155,-46958.50919067766,0
6244,Peter,Becker,Guernsey,80,Female,138315,41,1,17,-128.19495335532227,-269.5834056517083,-3172.5104172080323,-37276.88676594747,-5317.980739706943,-5205.3513046040825,-4034.3385786829604,-37143.09762875697,1
4984,Heather,Hart,Holy See (Vatican City State),40,Male,104974,56,18,22,17.058450322876446,-132.24946738133602,-1390.6808081963522,-27293.758055912553,-1547.2200135291534,-1535.043526258717,-5112.0653498126485,-36273.248794953586,0
5259,Ronald,Brooks,Antigua and Barbuda,43,Female,45299,35,10,28,-35.95720589475802,-39.71330084871262,-372.74787921290914,-4826.790216993222,-3346.9379459321335,-2979.4950467182402,-4550.413972927956,-45475.89887228343,0
4427,Samantha,Moore,Mayotte,39,Female,54327,64,1,22,-121.01217515087387,-243.296848301425,-2423.6827202426734,-28574.242406636924,-2718.4309880931523,-2701.5160644987454,-4730.78083507347,-36214.21458381592,0
9684,Jerry,Ross,Hungary,21,Male,42125,38,23,2,-100.3479081903326,-30.049733201132025,-818.847977702706,-14898.353857254748,-2191.8103974757573,-2029.511068989136,-4901.807174412024,-39439.4317350166,0
5259,Ronald,Brooks,Antigua and Barbuda,43,Female,45299,45,17,33,-24.50189925497258,-15.175112259530298,-711.7314682128881,-6464.036891812425,-2489.330144424023,-2212.411143915576,-4809.77610713469,-44283.22704327188,0
1428,Kendra,Fernandez,Oman,36,Male,29409,49,13,9,-54.62364133893725,-5.846408337266006,-587.3581360231226,-2748.0483399308837,-2813.1628199568668,-2460.6299366565017,-4710.547437148562,-47108.46767167353,1
3339,Melissa,Brown,Cyprus,77,Female,146556,9,37,18,-59.10996738669883,-63.440702094012224,-159.1176473008788,-4583.00039866461,-4032.496678956284,-3609.6621819198335,-4357.8366987000045,-45660.49916054221,1
7729,Jennifer,Johnson,Seychelles,18,Male,23344,20,10,18,-28.636030243849316,-49.53195842428316,-389.76363420393443,-6334.149503499796,-3277.0912122871496,-2934.20332429164,-4570.369542138855,-44374.83192070841,1
5801,Zachary,Silva,French Guiana,41,Male,67418,25,26,13,-8.12407092452602,-50.242719609079444,-737.0877613709231,-12770.797558139568,-2363.784495951267,-2166.601437785449,-4847.358822361464,-40455.87269397257,0
7729,Jennifer,Johnson,Seychelles,18,Male,23344,51,27,3,-96.85693969078226,-31.79798910916063,-735.700217886962,-13320.374519548857,-2360.771312299927,-2169.078615105967,-4848.151360911928,-40180.03557238007,1
1864,Beth,Thompson,United States Virgin Islands,80,Male,143672,10,29,7,-63.37676071491667,0.9117312027354743,-678.6011600945415,-3160.571947841676,-2604.0661729545864,-2274.735968605358,-4775.084605285985,-46773.97147779047,1
3350,Juan,Hodge,Poland,23,Female,121281,20,39,37,-147.41679735214976,-308.0555327956527,-4815.76125107432,-68155.09947088604,-16462.69192100334,-15589.331854757173,-3291.611567341184,-59148.39126484303,1
8816,Amy,Cruz,Haiti,77,Male,119105,43,22,18,17.28727807389034,-128.36734059750043,-1381.7296899115047,-27470.92156735802,-1548.6216499193054,-1536.5256516949564,-5111.580523853583,-36262.09259526617,1
7919,Charles,Olson,Timor-Leste,74,Female,140922,46,16,11,-25.523541554767117,-17.123920786203495,-678.3416820698894,-6253.580107981448,-2560.9469323517496,-2275.286775366755,-4787.355316779431,-44431.94090877498,1
9306,Michael,Mooney,French Southern Territories,24,Male,84793,9,30,5,-88.0727864259186,-29.71489654530667,-602.8372105851071,-9798.799377577441,-2682.557966716461,-2427.7456168976014,-4748.294065372596,-42107.752114449686,1
9762,Dan,Hill,Saint Martin,21,Female,85547,55,2,7,-175.62429648701516,-498.7935873228409,-13415.776687161888,-309460.9233071309,-206211.8722753115,-180668.02192374453,-521028.3542330257,-1236585.212043674,1
5717,Dana,Goodman,Western Sahara,31,Female,145957,65,2,37,-178.99919595990798,-520.7816252513705,-14725.340601436867,-366356.5934095105,-257367.6210150457,-222473.45356278948,-824986.4989477263,-1773943.145956799,0
1932,Michael,Mitchell,Senegal,61,Male,114041,8,2,16,-118.08258976740808,-218.8492917164133,-1929.6900598870927,-25409.208437667694,-1817.9872709894767,-1812.8227155104773,-5019.887444830965,-36451.392171672545,0
9819,Stephen,Brooks,Taiwan,77,Female,58642,49,34,37,-98.82488427258681,-80.69515471963612,-538.0611151996665,-14876.681590823277,-2782.872519784951,-2569.8525470577497,-4716.051678272357,-39449.07347013359,0
5273,Tabitha,Choi,Namibia,35,Male,89369,5,39,21,-76.21930837522923,-96.81258161154788,-191.59814332701745,-7383.481636599952,-3883.076742045613,-3506.5782270780874,-4398.1117138485715,-43649.39113593921,1
9952,Anthony,Cabrera,Sweden,45,Male,145083,62,34,17,-34.6128596912139,-47.06608116226002,-338.18783936019736,-5201.729227867366,-3443.879118103717,-3073.754347114259,-4522.25107150113,-45195.5185311798,0
1403,Kenneth,Campos,Kenya,79,Female,24104,78,29,33,-34.081385959712705,-12.297292813693677,-624.7648553866411,-4336.704811719431,-2704.0513727785174,-2381.940868507859,-4743.535023120217,-45848.88706940072,1
7201,Terri,Myers,Bahrain,28,Female,43860,40,23,14,2.3984459075767717,-75.0097314544264,-892.4470938223697,-18052.12455067598,-2043.3355288247124,-1920.3246983141448,-4949.124199643891,-38187.687266845576,1
5857,Kayla,Delgado,Swaziland,18,Female,46306,27,32,14,-31.546445292531057,-34.71812981831813,-452.84508099609513,-5414.837804678587,-3114.0408243143484,-2772.4750614431787,-4618.753718493084,-45038.08200998962,1
8994,Donald,Peterson,Peru,66,Female,74183,5,8,14,-59.96129618803347,-46.139814884308365,-247.28146542381387,-4278.085174992725,-3740.7370797590274,-3335.8400497349685,-4438.232863080892,-45893.968944530476,1
2450,Bonnie,Stafford,Christmas Island,33,Female,55753,77,9,37,-103.64565379655666,-95.23220695886803,-626.0983236041207,-17204.828844879903,-2554.091756024978,-2379.371851968667,-4786.212406343679,-38494.05528162528,1
7726,Joseph,Dudley,Seychelles,20,Female,129694,75,8,3,-150.73753907314773,-283.6610308055087,-4357.844842071713,-67236.34566480172,-12690.270435229795,-12019.91606370266,-3132.5789910508756,-58072.26871571861,0
3328,Jacqueline,Mathews,North Macedonia,51,Female,73249,17,2,23,-108.0267002811803,-188.3397904415024,-1257.6328665728179,-18580.21271876111,-1652.8410559203107,-1577.5104000838764,-5078.3660658035515,-38007.860054586235,0
6623,Carol,Henry,Mongolia,58,Male,63702,55,39,36,-138.3197974211339,-265.76203826369783,-3454.1873830880004,-47864.14736417208,-6712.7800963325535,-6508.051924719656,-3743.0782274173544,-41399.510310283906,0
9502,Elizabeth,Sweeney,Saint Kitts and Nevis,60,Female,132581,59,32,16,-23.096745766801707,-48.32769508889362,-472.4212308923377,-7619.137258220712,-3032.352017046933,-2724.3349744357783,-4642.471396846042,-43491.130211412376,0
7675,Ryan,Russell,Cambodia,76,Male,46427,72,19,14,0.3056276641587381,-70.30842293627451,-850.7749069914826,-16922.721163452494,-2119.3081609401247,-1980.5008696805678,-4924.696847881962,-38600.95218809748,0
7729,Jennifer,Johnson,Seychelles,18,Male,23344,46,3,21,-95.05467256599155,-143.2661035837385,-592.9886254259844,-12851.887508559197,-2671.2591171369636,-2448.7096666203897,-4750.897595992734,-40414.584377976,0
4874,Dean,Rogers,Kiribati,54,Male,63673,77,2,26,-113.0113470984279,-202.77843891022096,-1561.5741200179498,-21644.084483315142,-1577.4820804791816,-1544.914167363442,-5102.476443426131,-37132.95249938138,0
7794,Jacqueline,Howard,United Arab Emirates,46,Male,40158,19,12,32,-41.97370148542835,-18.448997778371368,-500.4401530161768,-3525.585469898332,-3015.408268379928,-2656.97758556525,-4648.870792116533,-46482.33020912858,0
3745,Dustin,Johnson,Switzerland,23,Female,77818,30,36,34,-90.84726977997343,-83.57716338985439,-388.88498840116944,-11648.736405748783,-3214.707570409258,-2936.5994061343135,-4587.318465607765,-41047.73847347685,1
4503,Danielle,Luna,Peru,29,Female,34024,60,16,19,8.275256548150306,-105.79860852051537,-1038.0552622649823,-21461.928113455404,-1821.8271306618383,-1743.9375651032028,-5021.245458807665,-37176.9269649238,1
7856,Gregory,Macdonald,British Indian Ocean Territory (Chagos Archipelago),67,Male,56931,7,17,15,-0.17060659543693646,-74.11763212181074,-827.6641922012313,-16703.838979572345,-2160.045902844938,-2015.738156615643,-4911.561322506706,-38685.56137165705,0
6309,Evan,Williams,Rwanda,25,Female,148245,52,25,13,-5.673911466319119,-54.13810813078693,-771.2716150809588,-13890.512506393023,-2287.1699953154143,-2107.2661011776268,-4871.462848947427,-39903.65292603456,1
4752,Jeffrey,Wiley,Belarus,55,Male,137037,44,11,35,-70.488419413399,-24.505398305192966,-454.31611727224885,-5022.636593483327,-3115.519960756088,-2768.815734074318,-4618.436373908757,-45328.91358204243,1
2278,Cameron,Savage,Venezuela,69,Male,69035,66,37,2,-176.27723687208913,-448.3717565406752,-11107.730234830911,-231517.56490898432,-132400.49458840888,-117891.20021286809,-202488.04938805941,-661334.8233292385,0
9682,Michelle,Reeves,South Africa,29,Male,30417,65,23,37,-50.068460759193755,19.406835860425986,-911.678897765195,-1909.6649010119656,-2204.2488360577922,-1893.7736499455812,-4902.813497610565,-47804.351665446535,0
9860,Danielle,Hunt,Burkina Faso,26,Male,87206,66,12,28,-21.695845577220478,-46.15163177065017,-506.73443578617963,-7956.216242138638,-2938.7463816693207,-2642.1989274668513,-4670.533408267744,-43267.68749564835,1
9450,April,Hall,Argentina,46,Female,40229,29,37,9,-105.49849761840592,-126.90333988443564,-728.6080672926662,-17988.563702112097,-2331.5124157592304,-2181.8315960225727,-4856.215408691962,-38209.90133686528,0
6587,Gregory,Nash,Falkland Islands (Malvinas),55,Female,81150,78,25,17,11.225487585139604,-108.91251222209019,-1131.3703220614602,-23314.39437573122,-1713.9283209733344,-1658.595534318954,-5056.822869252166,-36777.03051162737,1
7632,Craig,Rosales,United States Minor Outlying Islands,26,Female,40481,62,26,25,12.83232226211683,-117.6879453276317,-1200.6215178328905,-24354.4934034148,-1651.471945317242,-1609.2465323857791,-5077.5542821997515,-36598.55710771898,1
1305,Colton,Long,Kazakhstan,27,Male,88440,59,4,34,-128.73373764064337,-230.24298331607042,-2443.5903659301584,-34784.730999481486,-2755.567821635108,-2750.058416418586,-4719.093018670392,-36640.19974159522,1
3504,Deborah,Jones,Albania,61,Female,28218,7,33,31,-45.80105848986999,-28.33053560262258,-392.2600261197188,-3566.568140513566,-3308.7160027631553,-2927.5716997483555,-4561.92724641267,-46449.834949697004,0
7016,Jody,Yoder,Mayotte,35,Male,60628,22,8,34,-86.99606580973973,-70.19905123116408,-360.26230685179695,-10198.481604897275,-3314.357380631871,-3013.2817034514355,-4558.508416991215,-41869.849709649425,0
6602,Tristan,Hansen,Samoa,18,Male,70190,23,24,21,20.000363879102697,-141.41484952876445,-1537.695401977661,-29522.496681439305,-1534.7427388705337,-1539.2152555304347,-5115.700154046921,-36202.89832887915,1
