Customer_id,First_name,Last_name,Country,Gender,Withdraw_frequency,Age,Winning_percentage,Days_Since_Last_Bet,Income_Level_(k),Total_Amount_wagered,Average_Bet_Amount,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_bets_after_bonus,Increase_in_wagering_after_bonus,Should_Receive_Bonus
827229,Joseph,Nelson,Argentina,Female,1.0,0.23076923076923084,0.5945945945945946,0.15789473684210525,0.9999999999999999,0.5459098241032337,0.6197089947089947,0.034482758620689655,0.7361111111111112,0.837017647424346,0.546875,0.6647727272727273,0.4876609442060086,0.586764705882353,0.4811026729816539,1.0
552620,Robert,Hall,India,Male,0.25,0.34615384615384615,0.5405405405405406,0.7631578947368421,0.14019986686706376,0.4601520854136262,0.2665343915343915,0.02586206896551724,0.34722222222222215,0.1847464736220717,0.1875,0.33096590909090906,0.4447424892703863,0.11617647058823533,0.16908242147095653,0.0
288435,Larry,Robinson,Mexico,Male,0.5,0.3846153846153847,0.02702702702702703,0.15789473684210525,0.9999999999999999,0.024505722405714723,0.7427248677248677,0.9999999999999999,0.34722222222222215,0.782335487479028,0.6875,0.6477272727272727,0.4136897248169654,0.19852941176470584,0.3969391365888181,1.0
243972,Steven,Olson,India,Male,1.0,0.8461538461538461,0.2162162162162162,0.6052631578947368,0.21451986318288185,0.9140118288655042,0.19246031746031744,0.07758620689655173,0.4305555555555555,0.25404679053004414,0.1875,0.3579545454545454,0.5863733905579399,0.6808823529411765,0.6766495182100278,0.0
605766,William,Watts,Brazil,Female,1.0,0.7500000000000001,0.6216216216216217,0.9210526315789473,0.1637451383452162,0.18309240341040017,0.4728835978835979,0.08620689655172414,0.31944444444444436,0.58428353942708,0.1875,0.2982954545454546,0.47554279222418583,0.586764705882353,0.689524470575426,1.0
973971,Haley,Larsen,Mexico,Male,0.5,0.25,0.08108108108108109,0.3157894736842105,0.11410916063451648,0.039425455104078654,0.5919312169312169,0.9999999999999999,0.5416666666666665,0.6585704964891568,0.625,0.5980113636363636,0.3556235799040647,0.32205882352941173,0.7587171321247754,1.0
229520,Jessica,Jimenez,India,Female,0.5,0.9615384615384616,0.7567567567567568,0.9999999999999999,0.1473672752544387,0.1356540440894078,0.5033068783068783,0.9999999999999999,0.5694444444444444,0.46351674641148327,0.640625,0.4758522727272727,0.5267924766473113,0.30147058823529416,0.2031887963416626,1.0
564368,Toni,Williams,Mexico,Female,0.5,0.4423076923076924,0.43243243243243246,0.02631578947368421,0.38791085954475235,0.050068361625316846,0.5734126984126984,0.9999999999999999,0.5972222222222221,0.5848117193810973,0.453125,0.359375,0.37228603887907097,0.6808823529411765,0.9604700854700855,1.0
404282,Krista,King,India,Female,0.5,0.6153846153846154,0.6621621621621623,0.10526315789473684,0.05894691010177544,0.47413779860204314,0.4728835978835979,0.9999999999999999,0.6527777777777777,0.5163813459268005,0.296875,0.5909090909090909,0.8067722797273416,0.475,0.614887854537536,0.0
172833,Brian,Farley,Mexico,Male,1.0,0.15384615384615385,0.8108108108108109,0.07894736842105263,0.0481288123955973,0.3176157923035563,0.3392857142857143,0.08620689655172414,0.40277777777777773,0.4731637979245635,0.484375,0.2954545454545454,0.7888475132542287,0.5102941176470588,0.5602577712450324,0.0
488590,Tammy,Vega,India,Female,0.0,0.730769230769231,0.9324324324324325,0.7631578947368421,0.01744962509262782,0.6835302250556878,0.47552910052910047,0.01724137931034483,0.8472222222222223,0.5834135959734046,0.296875,0.41051136363636365,0.1400214592274678,0.40441176470588236,0.23225951331046873,0.0
343978,Chelsea,Roberts,India,Male,0.5,0.3653846153846154,0.22972972972972974,0.9999999999999999,0.4281689197392603,0.5550779629771873,0.24801587301587302,0.9999999999999999,0.7083333333333333,0.21859659479276705,0.296875,0.22017045454545453,0.4237881848018178,0.513235294117647,0.2810645653002341,0.0
903385,Anne,White,Argentina,Female,1.0,0.6538461538461539,0.5540540540540542,0.21052631578947367,0.7347933299561665,0.01391197480605269,0.4728835978835979,0.06896551724137931,0.2361111111111111,0.5437845647175792,0.65625,0.65625,0.3465349659176975,0.42500000000000004,0.872713539114813,1.0
650190,Jessica,Acevedo,Brazil,Female,0.25,0.5192307692307693,0.3513513513513514,0.368421052631579,0.7466162045390795,0.12218449957754052,0.5985449735449735,0.02586206896551724,0.5694444444444444,0.6296293419499162,0.578125,0.49573863636363635,0.6095998485231002,0.663235294117647,0.585163863030105,1.0
869685,Andrew,Gallegos,India,Female,0.5,0.46153846153846156,0.12162162162162163,0.39473684210526316,0.03051172449018036,0.3197296259313311,0.11044973544973546,0.9999999999999999,0.4861111111111111,0.24626390356055433,0.234375,0.10795454545454547,0.18723175965665237,0.22499999999999998,0.3807161522129675,0.0
703212,Kylie,Glass,Brazil,Male,0.75,0.326923076923077,0.7972972972972974,0.8157894736842105,0.7957497938114116,0.031633766034257625,0.9517195767195766,0.4396551724137931,0.7361111111111112,0.8609876965140122,0.609375,0.8508522727272728,0.36698434738702346,0.7573529411764706,0.5250353857041755,0.0
619058,James,Harris,India,Female,0.5,0.6153846153846154,0.24324324324324328,0.5789473684210527,0.08892275359103063,0.06815884476534297,0.44907407407407407,0.9999999999999999,0.5416666666666665,0.24949512210277763,0.34375,0.3352272727272727,0.3601678868972482,0.05441176470588238,0.4435121672382819,0.0
568249,Tiffany,Petersen,India,Male,1.0,0.0,0.6756756756756758,0.9210526315789473,0.19020426276589952,0.5847699516091865,0.36177248677248675,0.04310344827586207,0.2638888888888889,0.25982570061517435,0.53125,0.2741477272727273,0.1667823781873264,0.2720588235294118,0.3400498121835701,0.0
181607,Sean,Salazar,Brazil,Female,0.25,0.5961538461538463,0.9594594594594597,0.02631578947368421,0.2320364734006254,0.19174437360780397,0.3816137566137566,0.04310344827586207,0.37499999999999994,0.5365919965202262,0.25,0.4048295454545454,0.4513064882605403,0.6426470588235295,0.7367779955359574,0.0
283751,Charles,Petersen,Brazil,Female,1.0,0.730769230769231,0.41891891891891897,0.3421052631578947,0.4116235938356937,0.00213841308856287,0.3723544973544973,0.07758620689655173,0.40277777777777773,0.28093736407133535,0.34375,0.5880681818181819,0.7393650593284524,0.9102941176470589,0.7365874571288584,1.0
218451,John,Mckee,India,Male,1.0,0.5384615384615385,0.7972972972972974,0.05263157894736842,0.7565969881813118,0.4726138720331822,0.5509259259259259,0.05172413793103449,0.5972222222222221,0.49690082644628103,0.328125,0.23295454545454547,0.14178868972481698,0.17794117647058827,0.4781357177853993,1.0
944998,Wendy,Cobb,Argentina,Female,0.75,0.5576923076923077,0.9324324324324325,0.18421052631578946,0.5668281287286642,0.07432828942315078,0.583994708994709,0.3793103448275862,0.7638888888888888,0.5282343254831294,0.53125,0.6818181818181819,0.5888980055541531,0.33382352941176474,0.10331945124938757,0.0
170941,Ann,Nelson,India,Male,0.0,0.05769230769230771,0.6486486486486487,0.2894736842105263,0.38204966109713256,0.2935770796528151,0.49669312169312163,0.04310344827586207,0.8472222222222223,0.6439678742310322,0.640625,0.7272727272727273,0.7689030547841454,0.3897058823529411,0.47103135717785405,0.0
799479,Candace,Miller,Argentina,Male,0.75,0.42307692307692313,0.5405405405405406,0.7368421052631579,0.9999999999999999,1.0,0.6474867724867724,0.43103448275862066,0.34722222222222215,0.5497498912570684,0.5,0.4673295454545454,0.4848838677101742,0.6455882352941177,0.40946023191246117,1.0
281127,Stephanie,Carter,Argentina,Male,1.0,0.9615384615384616,0.5675675675675677,0.42105263157894735,0.14753473806722783,0.10040709731930256,0.5059523809523809,0.04310344827586207,0.15277777777777773,0.10954296899272975,0.640625,0.5269886363636364,0.4823592527139612,0.3779411764705882,0.1298587293810224,0.0
870099,Megan,Lang,Mexico,Female,0.5,0.46153846153846156,0.5405405405405406,0.42105263157894735,0.002947345505088683,0.784109378600507,0.7096560846560847,0.9999999999999999,0.4583333333333333,0.4897703970670478,0.6875,0.4673295454545454,0.9143208785660186,0.13088235294117645,0.6365275736294844,1.0
903966,Lisa,Madden,Brazil,Male,1.0,0.42307692307692313,0.8783783783783785,0.6052631578947368,0.6605068262029062,0.31513326676396036,0.7903439153439153,0.060344827586206906,0.9305555555555556,0.5010019884421799,0.609375,0.6434659090909091,0.8262118151981823,0.6073529411764705,0.7050125210953236,1.0
406734,Thomas,Mckenzie,Mexico,Female,0.75,0.25,0.2162162162162162,0.10526315789473684,0.33238019082387515,0.6032045472002459,0.4808201058201058,0.3620689655172414,0.31944444444444436,0.11484030323743244,0.640625,0.6846590909090909,0.5979866195405201,0.5014705882352941,0.4612322390984811,1.0
590702,Tina,Kelly,India,Female,1.0,0.8846153846153847,0.06756756756756757,0.7368421052631579,0.07629605750672985,0.1838052077732545,0.5615079365079365,0.07758620689655173,0.5416666666666665,0.730232088485677,0.46875,0.5838068181818182,0.4742804847260793,0.40441176470588236,0.5250353857041755,1.0
362526,Charles,Tucker,India,Male,0.75,0.05769230769230771,0.8108108108108109,0.10526315789473684,0.0743199963158181,0.20356709424686997,0.9966931216931217,0.4396551724137931,0.5416666666666665,0.22895824271422355,0.46875,0.5568181818181819,0.7845556677606665,0.32205882352941173,0.635384343186891,1.0
996766,Lynn,Powell,Mexico,Female,0.75,0.3846153846153847,0.45945945945945954,0.8157894736842105,0.4085422780803737,0.16736154850602966,0.4358465608465608,0.4224137931034483,0.2916666666666667,0.48664792145653396,0.40625,0.8707386363636364,0.3351741984347387,0.5279411764705882,0.5284378572595133,0.0
790032,Darren,Preston,Argentina,Male,0.75,0.6730769230769232,0.2162162162162162,0.8947368421052632,0.34584420097212154,0.6900192027037407,0.43320105820105814,0.3793103448275862,0.12499999999999994,0.39915646554402534,0.546875,0.36221590909090906,0.5977341580408988,0.1426470588235294,0.39601366432576623,1.0
400098,Barbara,Nguyen,Mexico,Male,0.5,0.3653846153846154,0.45945945945945954,0.4736842105263158,0.15724758120899773,0.04989630539980029,0.36970899470899465,0.9999999999999999,0.04166666666666663,0.2207714534269558,0.28125,0.0625,0.5091201716738197,0.2602941176470588,0.2947833306113561,0.0
908981,Pedro,Lawrence,Mexico,Female,0.75,0.34615384615384615,0.7432432432432433,0.18421052631578946,0.5631439468473031,0.15674322144557953,0.5707671957671957,0.4396551724137931,0.875,0.5329879450692847,0.984375,0.5127840909090909,0.7143713708659429,0.2955882352941177,0.5071792149817628,1.0
402628,David,Deleon,Argentina,Male,0.75,0.980769230769231,0.5270270270270271,0.05263157894736842,0.3409877794012367,0.21258775635609495,0.3736772486772487,0.3706896551724138,0.2638888888888889,0.203683278444044,0.296875,0.3991477272727273,0.12032946225700578,0.3779411764705882,0.29304126517502316,1.0
955252,Grace,Bryant,Mexico,Male,0.75,0.8846153846153847,0.20270270270270271,0.5526315789473685,0.07204250206188578,0.3207865427452185,0.3458994708994709,0.43103448275862066,0.5694444444444444,0.5837398247685328,0.71875,0.609375,0.7047778338803333,0.8191176470588235,0.3014521748598182,1.0
195254,Mary,Franklin,Argentina,Male,1.0,0.7115384615384616,0.7837837837837839,0.42105263157894735,0.4399248091970577,0.16325677855442047,0.4636243386243386,0.09482758620689655,0.5694444444444444,0.49572018890200714,0.421875,0.6789772727272727,0.6032883110325675,0.3897058823529411,0.41680957047199085,0.0
101592,Charles,Hall,India,Female,1.0,0.46153846153846156,0.7027027027027027,0.7105263157894737,0.05603305715924456,0.6514048698056687,0.6157407407407407,0.04310344827586207,0.5416666666666665,0.531403405207233,0.59375,0.7329545454545455,0.4952347891946478,0.4897058823529412,0.2571656050955414,1.0
158371,Brett,Scott,India,Male,0.75,0.5576923076923077,0.0945945945945946,0.23684210526315788,0.013330039898015067,0.41662186035793836,0.7268518518518519,0.3706896551724138,0.2638888888888889,0.4887295718635432,0.734375,0.7045454545454546,0.8827631911133553,0.5455882352941176,0.5095473351842779,1.0
749201,Dale,Schwartz,Argentina,Male,0.5,0.5192307692307693,0.28378378378378377,0.9999999999999999,0.4606567054203524,0.07656502035486597,0.5694444444444444,0.9999999999999999,0.5416666666666665,0.6105682594917046,0.78125,0.3735795454545454,0.41267987881848023,0.3308823529411765,0.7863179813816756,1.0
326033,Elijah,Reid,Brazil,Female,1.0,0.48076923076923084,0.02702702702702703,0.0,0.07535826575511073,0.40027651893386584,0.4662698412698413,0.05172413793103449,0.5972222222222221,0.37284067607034116,0.421875,0.18607954545454547,0.4939724816965413,0.6455882352941177,0.4906568131090424,1.0
123725,John,Lee,Argentina,Female,1.0,0.826923076923077,0.45945945945945954,0.8947368421052632,0.08299457001829524,0.24898993778323988,0.5509259259259259,0.05172413793103449,0.4305555555555555,0.37416112595538437,0.03125,0.359375,0.6176786165109821,0.46911764705882353,0.5321941858566063,0.0
974090,Edward,Jennings,Brazil,Female,0.75,0.326923076923077,0.6621621621621623,0.9736842105263158,0.25889750857200267,0.16443659267224825,0.3657407407407407,0.43103448275862066,0.40277777777777773,0.4527667308767787,0.40625,0.4914772727272727,0.5124021711688967,0.5779411764705882,0.293694539713648,0.0
961562,Nicole,Jones,Mexico,Female,0.25,0.576923076923077,0.6891891891891893,0.4473684210526315,0.35636086561527913,0.29758353176127195,0.6461640211640212,0.034482758620689655,0.5972222222222221,0.5046060398931211,0.8125,0.6136363636363636,0.6361083059833376,0.6220588235294118,0.7494624094942567,0.0
460368,Joshua,Cummings,Mexico,Female,0.75,0.03846153846153849,0.8243243243243243,0.5263157894736842,0.33753804545778043,0.35696750902527075,0.5231481481481481,0.4396551724137931,0.5138888888888888,0.5061439756415833,0.140625,0.29119318181818177,0.5071004796768493,0.4073529411764706,0.33966873536937237,0.0
141664,Ronald,Miller,Mexico,Female,0.5,0.8846153846153847,0.945945945945946,0.5,0.25735685069434266,0.5834672401874184,0.621031746031746,0.9999999999999999,0.5694444444444444,0.7948409246256136,0.4375,0.34943181818181823,0.8320184296894724,0.42794117647058827,0.6216383581033262,0.0
859828,Elizabeth,Sanchez,Brazil,Female,0.75,0.25,0.43243243243243246,0.07894736842105263,0.9999999999999999,0.13813656962900375,0.6421957671957672,0.3620689655172414,0.6527777777777777,0.6722876405890761,0.546875,0.8252840909090909,0.2594357485483464,0.8014705882352942,0.6807597038488759,0.0
557996,Don,Murray,Argentina,Female,1.0,0.07692307692307698,0.8243243243243243,0.6052631578947368,0.954605018023185,0.04210461632997926,0.3921957671957672,0.034482758620689655,0.4583333333333333,0.5994143416392221,0.3125,0.3196022727272727,0.4911954052007069,0.5161764705882353,0.31699466492460127,0.0
510812,John,Jenkins,India,Female,1.0,0.9038461538461539,0.2567567567567568,0.9736842105263158,0.48775218852963464,0.49082725247714876,0.7215608465608465,0.034482758620689655,0.5416666666666665,0.6567529360591562,0.6875,0.3664772727272727,0.48210679121433986,0.486764705882353,0.46319206271435576,0.0
469372,Alejandro,Horton,India,Male,0.25,0.8846153846153847,0.24324324324324328,0.13157894736842105,0.4515132358420658,0.37926107996005837,0.5985449735449735,0.02586206896551724,0.4583333333333333,0.4781970421922575,0.625,0.3508522727272727,0.5472418581166373,0.7191176470588234,0.3437517012357777,1.0
284762,Justin,Warren,India,Male,0.5,0.15384615384615385,0.6891891891891893,0.05263157894736842,0.04166474782193674,0.003981872647668792,0.3287037037037037,0.9999999999999999,0.4305555555555555,0.3172575032622879,0.265625,0.33096590909090906,0.450296642262055,0.3426470588235294,0.6700351135064511,1.0
482241,Connie,Davis,Argentina,Female,0.25,0.3653846153846154,0.5405405405405406,0.631578947368421,0.3183133145495878,0.5808372378830939,0.5482804232804233,0.034482758620689655,0.5694444444444444,1.0,0.625,0.35511363636363635,0.42227341580408995,0.0,0.4603884261527573,1.0
301712,Amy,Estes,Brazil,Male,0.75,0.6538461538461539,0.7297297297297298,0.4473684210526315,0.2672371566489016,0.04596359167370766,0.3829365079365079,0.41379310344827586,0.7083333333333333,0.48860529422730375,0.328125,0.5866477272727273,0.7984410502398385,0.5073529411764706,0.5648579127878491,0.0
879093,Heather,Parker,Mexico,Female,0.5,0.28846153846153855,0.5810810810810811,0.8157894736842105,0.7245111132509136,0.009880943236807743,0.6660052910052909,0.9999999999999999,0.5416666666666665,0.6126343751941838,0.5625,0.45028409090909094,0.5437073971219389,0.33382352941176474,0.7691967445152159,0.0
892129,Joseph,Williams,Brazil,Female,0.5,0.826923076923077,0.43243243243243246,0.15789473684210525,0.0601191497912994,0.09293494123972655,0.9093915343915343,0.9999999999999999,0.9305555555555556,0.6022416578636673,0.9375,0.6178977272727273,0.6525183034587225,0.8867647058823529,0.6079195927922043,0.0
999981,Dustin,Blankenship,Argentina,Male,0.5,0.2692307692307693,0.5540540540540542,0.631578947368421,0.026090706232547167,0.18503418081265843,0.781084656084656,0.9999999999999999,0.4583333333333333,0.08234170136084012,0.3125,0.6107954545454546,0.5368909366321636,0.5102941176470588,0.23718629212259784,1.0
171529,Michael,Ortega,India,Female,0.75,0.0,0.22972972972972974,0.5526315789473685,0.28143800317342027,0.21150626008141946,0.3472222222222222,0.3706896551724138,0.37499999999999994,0.6205570745044429,0.234375,0.3693181818181819,0.5146743246654886,0.46911764705882353,0.20977598127279656,1.0
724071,Danielle,Garza,Brazil,Female,1.0,0.4423076923076924,0.2567567567567568,0.5526315789473685,0.06273156967080995,0.6975650971656809,0.5165343915343915,0.05172413793103449,0.4861111111111111,0.5851379481762258,0.375,0.44176136363636365,0.7123516788689725,0.6691176470588235,0.4859750122488976,1.0
847915,Omar,Morton,India,Male,1.0,0.9615384615384616,0.7972972972972974,0.7368421052631579,0.3719349072046688,0.8672125355250019,0.43187830687830686,0.060344827586206906,0.6527777777777777,0.46876747654259615,0.171875,0.7315340909090909,0.602026003534461,0.7544117647058823,0.38060727312319675,0.0
869391,Darin,Williams,Brazil,Male,0.75,0.826923076923077,0.5945945945945946,0.26315789473684215,0.17000824754352983,0.4398002918810968,0.7493386243386243,0.3706896551724138,0.5416666666666665,0.5697430559870751,0.765625,0.5525568181818182,0.5775372380711942,0.625,0.806596711851489,0.0
640489,Wesley,Stanton,Mexico,Male,0.75,0.6730769230769232,0.5540540540540542,0.8947368421052632,0.2628831235163841,0.09770335663261387,0.49404761904761907,0.3706896551724138,0.37499999999999994,0.39685732927359724,0.390625,0.4133522727272727,0.4270701842968947,0.5514705882352942,0.503041809570472,0.0
834444,Joseph,Cochran,Brazil,Female,0.5,0.15384615384615385,0.013513513513513514,0.5,0.17838138818298654,0.7490836469774944,0.4649470899470899,0.9999999999999999,0.4861111111111111,0.1235086683651277,0.671875,0.6036931818181819,0.576527392072709,0.4338235294117647,0.7158187707550765,0.0
350342,Tracy,Jones,Argentina,Male,0.5,0.576923076923077,0.6081081081081081,0.39473684210526316,0.1599604787761817,0.08079268761041555,0.4437830687830687,0.9999999999999999,0.6805555555555556,0.5169871994034674,0.296875,0.5014204545454546,0.14229361272405958,0.2397058823529412,0.23552588600359303,1.0
523537,Brandi,Jackson,Argentina,Male,0.25,0.46153846153846156,0.5675675675675677,0.5,0.7839939043536143,1.0,0.669973544973545,0.034482758620689655,0.6527777777777777,0.9147688435965948,0.6875,0.7457386363636364,0.5881406210552891,0.45147058823529407,0.529390549295008,0.0
501450,Maureen,Knight,Argentina,Male,0.5,0.4423076923076924,0.5675675675675677,0.368421052631579,0.12529567652883078,0.4518688071280436,0.10119047619047619,0.9999999999999999,0.40277777777777773,0.30793668054433604,0.3125,0.32528409090909094,0.6517609189598587,0.41323529411764703,0.6625496760847079,0.0
743176,Thomas,Jones,Argentina,Female,0.5,0.6153846153846154,0.972972972972973,0.2894736842105263,0.05037281408697181,0.060785006528919265,0.5376984126984127,0.9999999999999999,0.34722222222222215,0.6404725657118002,0.234375,0.3110795454545454,0.6780169149204747,0.475,0.34467717349882954,1.0
606817,Lindsey,Rivera,Mexico,Male,0.75,0.5576923076923077,0.12162162162162163,0.5526315789473685,0.12368803352605506,0.09531914893617022,0.5919312169312169,0.39655172413793105,0.7083333333333333,0.5317607034114211,0.625,0.45880681818181823,0.3892009593536986,0.5338235294117647,0.38765719418585665,0.0
706260,Carolyn,Zimmerman,India,Male,1.0,0.9038461538461539,0.9594594594594597,0.9736842105263158,0.049133589272332134,0.008111222060066058,0.34325396825396826,0.060344827586206906,0.2916666666666667,0.5698517989187846,0.78125,0.45880681818181823,0.29452789699570814,0.6220588235294118,0.6688374435189722,0.0
555039,Gary,Rodriguez,Mexico,Female,0.5,0.46153846153846156,0.5,0.3421052631578947,0.4531543714073992,0.036746293878178043,0.6448412698412698,0.9999999999999999,0.7638888888888888,0.7690222456968867,0.640625,0.6065340909090909,0.25388159555667755,0.5632352941176471,0.508812401328325,1.0
981122,Tom,King,Mexico,Female,0.25,0.6153846153846154,0.33783783783783783,0.8947368421052632,0.27822271716786884,0.23512712189876334,0.48743386243386244,0.02586206896551724,0.5694444444444444,0.6527449822904368,0.296875,0.5170454545454546,0.7666309012875536,0.8661764705882353,0.24559720180739292,1.0
728163,Amy,Wilson,Mexico,Female,1.0,0.42307692307692313,1.0,0.7368421052631579,0.08781749902662239,0.6729610569168138,0.5033068783068783,0.04310344827586207,0.2916666666666667,0.8475191076865718,0.609375,0.5411931818181819,0.5563304721030043,0.5720588235294117,0.5886752136752137,0.0
