Player_Id,First_Name,Last_Name,Country,Gender,Age,Betting_Platform_Tenure,Game_Genre,Daily_playtime,Bet_frequency,Average_bet,Total_bet,Withdraw_Frequency,Welcome_bonus,Other_bonus,Max_win,Avg_profit,Max_loss
984656,Brandon,Brandt,Argentina,Male,30,Less than a month,Basketball,4 - 6 hours,Occasionally,1171,88,Daily,906,95,78564,55542,78931
747989,Brandon,Snyder,India,Female,59,1-3 months,Cricket,2 - 4 hours,Monthly,2180,83,Daily,567,221,33096,23398,11835
512845,Vanessa,Hoover,India,Female,21,More than a year,Football,1 - 2 hours,Daily,34575,80,Monthly,560,376,15932,11263,67864
196560,Jessica,Taylor,India,Male,55,3-6 months,Cricket,2 - 4 hours,Daily,19899,71,Weekly,106,457,64640,45699,119383
450879,Scott,Williamson,Mexico,Female,53,1-3 months,Football,4 - 6 hours,Daily,2211,119,Monthly,170,159,21275,9740,25988
459325,Jillian,Green,Mexico,Male,56,More than a year,Cricket,4 - 6 hours,Daily,13076,98,Monthly,371,121,38980,12681,64249
446776,Ryan,Rodriguez,Mexico,Male,34,6-12 months,Virtual Games,1 - 2 hours,Occasionally,10845,117,Monthly,481,222,50565,13907,71142
670189,Bethany,Allen,India,Male,24,More than a year,Cricket,2 - 4 hours,Daily,2130,102,Daily,899,121,70389,14729,70516
672586,Mark,Vaughan,India,Female,70,3-6 months,Virtual Games,1 - 2 hours,Monthly,90177,120,Rarely/Never,557,516,25062,17718,184237
119152,Debbie,Castro,India,Female,28,1-3 months,Avitaor,2 - 4 hours,Weekly,4764,111,Weekly,692,136,74243,33367,82038
734612,Doris,Petersen,Brazil,Female,54,1-3 months,Virtual Games,More than 6 hours,Daily,6202,80,Daily,660,880,28637,18561,49212
950254,Johnathan,Martinez,Mexico,Male,59,1-3 months,Cricket,4 - 6 hours,Daily,19464,110,Daily,806,10,42177,5671,71649
937479,Jason,Duran,Argentina,Female,70,1-3 months,Cricket,2 - 4 hours,Occasionally,9196,591,Weekly,523,449,55027,5378,73190
290328,Tyler,Gilmore,Mexico,Male,48,More than a year,Cricket,1 - 2 hours,Daily,9385,71,Weekly,263,336,56354,27507,90517
140135,Scott,Marshall,Mexico,Female,57,1-3 months,Football,Less than 1 hour,Monthly,99623,77,Monthly,534,610,21218,15001,52065
524743,Barry,Fitzgerald,Mexico,Male,49,More than a year,Cricket,4 - 6 hours,Weekly,4862,105,Monthly,537,44,463,327,8681
791265,Samantha,Martin,Argentina,Female,37,1-3 months,Basketball,2 - 4 hours,Weekly,13388,121,Monthly,479,2787,33032,31292,66869
725118,Sarah,Carrillo,Brazil,Female,50,3-6 months,Basketball,1 - 2 hours,Daily,21451,29,Weekly,907,131,30928,4332,10716
744561,Robert,Gallagher,Mexico,Female,24,1-3 months,Cricket,4 - 6 hours,Daily,7595,87,Rarely/Never,301,18,12554,8875,30236
821155,Stanley,Garcia,India,Male,27,Less than a month,Football,Less than 1 hour,Daily,1657,78,Daily,178,132,2013,1423,5573
415231,Angelica,White,Argentina,Female,21,3-6 months,Cricket,1 - 2 hours,Weekly,14560,72,Weekly,614,509,56594,17818,99897
792761,Daniel,Williams,Mexico,Male,27,3-6 months,Cricket,2 - 4 hours,Occasionally,10362,28,Monthly,448,134,75616,33932,113711
199604,Perry,Benson,India,Female,42,More than a year,Cricket,1 - 2 hours,Weekly,6731,95,Monthly,112,119,25353,8158,45512
858039,Madison,Wright,Brazil,Male,39,3-6 months,Virtual Games,Less than 1 hour,No,17196,9,Weekly,122,9,36636,1085,68690
520868,Scott,Berger,Argentina,Female,45,Less than a month,Football,Less than 1 hour,Daily,8061,348,Rarely/Never,180,324,48252,3147,62989
546849,James,Hicks,Argentina,Female,35,1-3 months,Virtual Games,4 - 6 hours,Monthly,9677,105,Daily,509,271,67567,17098,48502
177343,Deanna,Dickson,Mexico,Female,66,3-6 months,Ladie badminton ,4 - 6 hours,Daily,7337,84,Monthly,3759,236,77978,4162,83959
651901,Benjamin,Collins,Brazil,Male,34,Less than a month,Football,4 - 6 hours,Daily,1530,113,Monthly,645,24,57010,16514,59978
986436,Shaun,Aguirre,Argentina,Female,29,1-3 months,Cricket,Less than 1 hour,Daily,17213,120,Weekly,435,82,16617,4790,46100
794716,Michele,Holloway,India,Male,37,3-6 months,Cricket,Less than 1 hour,Daily,16432,66,Rarely/Never,592,437,164893,12103,93211
224265,Matthew,Watts,Mexico,Female,59,6-12 months,Cricket,4 - 6 hours,Daily,9858,25,Monthly,779,404,42188,35375,88106
543801,Samuel,Barton,Mexico,Female,70,3-6 months,Cricket,2 - 4 hours,Daily,21381,69,Weekly,606,366,46776,10051,5506
459803,Marcus,Phillips,Brazil,Male,26,Less than a month,Cricket,2 - 4 hours,Occasionally,8608,78,Monthly,473,324,38368,12213,64021
354499,Anna,Duncan,India,Male,52,6-12 months,Other,1 - 2 hours,Weekly,25127,110,Weekly,599,227,29526,5336,70278
531904,Heather,Skinner,Argentina,Male,41,6-12 months,Cricket,2 - 4 hours,Occasionally,78870,4,Weekly,756,140,35642,15132,114651
364607,Cassandra,Mckenzie,India,Male,20,1-3 months,Basketball,More than 6 hours,Monthly,5849,98,Daily,179,207,25127,17764,49919
449723,Edward,Olsen,Argentina,Female,52,More than a year,Cricket,Less than 1 hour,Daily,2352,86,Weekly,655,101,46252,21103,57808
654044,Mark,Avery,Argentina,Female,33,3-6 months,Football,1 - 2 hours,Monthly,5541,15,Weekly,826,382,1306,923,10991
136617,Brittany,Howard,India,Male,47,More than a year,Cricket,More than 6 hours,Daily,109853,41,Daily,785,410,29037,8922,42470
658761,Melissa,Smith,Argentina,Male,70,6-12 months,Virtual Games,4 - 6 hours,Weekly,8222,51,Monthly,436,119,100344,27101,119302
253099,James,Morrison,India,Female,28,6-12 months,Cricket,Less than 1 hour,Daily,60564,111,Daily,453,166,34701,15888,140647
271114,Alexa,Woodward,Argentina,Female,57,Less than a month,Basketball,More than 6 hours,Monthly,1509,38,Daily,2204,134,72348,1731,43922
109347,Kendra,Dyer,India,Female,63,3-6 months,Cricket,4 - 6 hours,Occasionally,21198,91,Monthly,327,309,41467,29316,93450
935204,Regina,Ramos,Brazil,Male,63,1-3 months,Virtual Games,1 - 2 hours,Daily,62066,93,Weekly,7,166,42299,1688,106690
477464,Timothy,Davis,Argentina,Male,31,Less than a month,Basketball,1 - 2 hours,Weekly,2301,94,Monthly,347,49,51698,24839,64569
682399,Megan,Cobb,Mexico,Female,68,1-3 months,Cricket,1 - 2 hours,Weekly,59445,98,Weekly,19391,412,10121,7155,112429
702361,David,Murphy,Brazil,Female,45,More than a year,Virtual Games,4 - 6 hours,Daily,13125,64,Rarely/Never,594,252,37043,24664,36999
853985,Terri,Cook,Mexico,Female,52,Less than a month,Cricket,4 - 6 hours,Weekly,14123,585,Daily,708,77,1303,921,25158
558481,Jose,Odonnell,Mexico,Female,22,Less than a month,Cricket,2 - 4 hours,Occasionally,3976,73,Daily,322,322,25351,17922,5204
240335,Andrew,Myers,Brazil,Male,43,1-3 months,Cricket,Less than 1 hour,Occasionally,8616,55,Monthly,702,309,16151,2842,29910
927455,Christopher,Moran,Mexico,Male,59,Less than a month,Cricket,2 - 4 hours,Occasionally,26424,102,Rarely/Never,259,293,28151,19902,95855
275850,Joshua,Wall,Mexico,Female,54,1-3 months,Cricket,1 - 2 hours,Monthly,26341,107,Weekly,783,8,26558,11460,51147
331909,John,Grant,India,Female,27,More than a year,Avitaor,Less than 1 hour,Daily,6907,22,Monthly,339,193,117925,29868,97216
205529,Samantha,Alvarado,Brazil,Female,24,1-3 months,Basketball,1 - 2 hours,No,16151,27,Weekly,276,254,16145,9401,47764
439292,Donna,Turner,India,Male,39,1-3 months,Virtual Games,2 - 4 hours,Monthly,9002,92,Monthly,181,61,21515,15210,24216
351867,Brian,Ellis,Mexico,Female,27,1-3 months,Cricket,2 - 4 hours,Monthly,801,69,Rarely/Never,332,212,61725,12688,42334
457517,Barbara,Wong,Mexico,Female,27,Less than a month,Basketball,4 - 6 hours,Monthly,13400,16,Monthly,711,45,17211,12168,46386
475987,Christian,Townsend,Mexico,Female,30,More than a year,Football,More than 6 hours,Occasionally,48541,42,Rarely/Never,516,316,40184,1525,43335
843797,Ashley,Jones,Mexico,Male,46,1-3 months,Football,Less than 1 hour,Daily,65,84,Weekly,454,106,52243,13011,4182
412615,Anthony,Andrews,Mexico,Male,57,3-6 months,Basketball,2 - 4 hours,Daily,1214,32,Weekly,360,273,49088,28225,29756
966374,Kristen,Zuniga,Argentina,Male,41,3-6 months,Cricket,More than 6 hours,Daily,20890,13,Monthly,424,158,77888,15154,103648
366654,Sarah,Hamilton,Mexico,Male,20,3-6 months,Football,2 - 4 hours,Weekly,12716,68,Daily,410,395,62167,20691,100703
841957,Cheryl,Ware,Argentina,Male,46,1-3 months,Cricket,4 - 6 hours,Occasionally,7495,38,Weekly,273,93,64969,6564,81429
685159,Zachary,Callahan,Brazil,Female,38,More than a year,Cricket,2 - 4 hours,Daily,10602,57,Rarely/Never,232,95,57457,38794,96980
891708,Krista,Sanders,Brazil,Male,38,1-3 months,Basketball,Less than 1 hour,Weekly,15695,63,Monthly,495,103,39771,21284,76330
843464,Crystal,Leach,Argentina,Male,54,Less than a month,Cricket,4 - 6 hours,Daily,2921,67,Weekly,621,72,57500,18062,65703
580422,Christina,Castillo,Brazil,Male,28,6-12 months,Cricket,4 - 6 hours,Monthly,10750,62,Weekly,732,36,107980,12029,69113
512334,Andrea,Brown,India,Female,65,Less than a month,Cards,2 - 4 hours,Daily,78783,115,Weekly,442,80,55008,22169,162517
215499,David,Bowman,Argentina,Male,67,More than a year,Cricket,More than 6 hours,Weekly,665,107,Rarely/Never,609,268,40785,25748,54502
572616,Jeremy,Johnson,Mexico,Male,25,More than a year,Kabaddi,Less than 1 hour,Occasionally,12119,101,Weekly,144,29,22153,15662,51236
713636,Andrea,Adams,Mexico,Male,37,1-3 months,Cricket,2 - 4 hours,Daily,75220,119,Monthly,567,349,33221,29159,33065
705590,Kurt,Sanchez,Argentina,Male,56,Less than a month,Cricket,More than 6 hours,Daily,18258,56,Monthly,13370,337,53631,30903,73900
706619,Taylor,David,Argentina,Male,18,1-3 months,Cricket,More than 6 hours,Occasionally,17237,84,Weekly,307,18,72362,478,79500
377228,Joel,Quinn,Argentina,Female,56,Less than a month,Football,4 - 6 hours,Monthly,15814,56,Rarely/Never,633,90,248,175,26464
717020,Kayla,Mullen,Argentina,Female,34,Less than a month,Cricket,1 - 2 hours,Weekly,1047,66,Weekly,536,365,15218,10799,22747
453772,Jennifer,Bright,Brazil,Male,55,More than a year,Basketball,1 - 2 hours,Weekly,160179,123,Monthly,289,157,16692,10921,117792
266925,Anthony,Cervantes,Mexico,Female,40,More than a year,Cricket,Less than 1 hour,Weekly,23486,81,Weekly,353,619,160907,17073,146064
540002,Theresa,Wade,Mexico,Male,69,More than a year,Cards,2 - 4 hours,Occasionally,313,67,Monthly,806,77,24105,16774,16063
202883,Chad,Vaughn,India,Male,32,1-3 months,Basketball,4 - 6 hours,Monthly,29,50,Weekly,122,187,55568,6634,1111
457356,Sarah,Bell,Brazil,Male,43,More than a year,Cricket,2 - 4 hours,No,9518,95,Monthly,202,310,114925,25873,101703
521622,Regina,Page,Mexico,Female,65,More than a year,Table Tennis,2 - 4 hours,Occasionally,15181,80,Daily,576,298,1988,1405,27871
576483,Brandi,Smith,Mexico,Male,29,Less than a month,Cricket,Less than 1 hour,Weekly,1904,104,Daily,538,60,43046,1995,865
916545,Elizabeth,Perez,Brazil,Male,57,6-12 months,Virtual Games,More than 6 hours,Daily,86512,50,Monthly,409,293,41564,29385,56873
537021,Beverly,Owens,Mexico,Male,57,3-6 months,Football,2 - 4 hours,Daily,555,121,Monthly,621,365,37323,16686,51438
742811,Richard,Lewis,Mexico,Male,42,3-6 months,Cricket,Less than 1 hour,Weekly,13385,69,Weekly,491,294,56771,31804,69756
203265,Sandra,Smith,India,Male,38,1-3 months,Kabaddi,2 - 4 hours,Daily,19140,40,Monthly,418,337,41111,535,65993
974110,Cynthia,Gonzales,Mexico,Male,66,1-3 months,Cricket,Less than 1 hour,Daily,373,33,Daily,299,74,20587,4501,9428
807709,Andrew,Sanchez,Mexico,Male,54,1-3 months,Football,1 - 2 hours,Weekly,23342,107,Weekly,253,332,40935,28940,96240
657585,Nancy,Taylor,Brazil,Female,61,More than a year,Baseball,2 - 4 hours,Weekly,5052,72,Weekly,760,136,13601,6978,25334
819844,Julia,Martin,Mexico,Female,23,1-3 months,Football,1 - 2 hours,Weekly,5983,113,Monthly,43,198,19698,7020,38143
946249,Michelle,Rodriguez,Argentina,Male,27,1-3 months,Cricket,Less than 1 hour,No,8185,76,Monthly,682,337,30265,9238,54404
533700,Guy,Bryant,Mexico,Female,39,3-6 months,Cricket,1 - 2 hours,Daily,40101,52,Weekly,9038,659,63009,6455,84476
307314,Michael,Zavala,Mexico,Female,49,Less than a month,Virtual Games,Less than 1 hour,Weekly,108865,103,Monthly,190,260,61147,2936,232687
198481,Rodney,Cooper,Mexico,Male,38,3-6 months,Ladie badminton ,2 - 4 hours,Weekly,65093,95,Daily,719,133,18110,8543,142088
409652,Dan,Norton,Argentina,Male,34,6-12 months,Cricket,4 - 6 hours,Daily,62968,117,Weekly,503,112,11614,4828,117558
427878,Theresa,Martinez,Mexico,Male,52,6-12 months,Basketball,1 - 2 hours,Occasionally,5127,7,Rarely/Never,228,73,26779,16855,27490
284415,Joshua,Kerr,Mexico,Male,30,3-6 months,Basketball,2 - 4 hours,Monthly,75815,118,Daily,661,347,27542,27452,160378
916483,Christopher,Walker,Mexico,Male,27,1-3 months,Cricket,2 - 4 hours,Daily,12374,94,Weekly,533,151,28353,14386,55723
141922,Diana,Erickson,Mexico,Female,48,More than a year,Cricket,2 - 4 hours,Daily,8280,657,Monthly,692,450,44610,355,39615
289480,Daniel,Tyler,Mexico,Male,43,Less than a month,Basketball,More than 6 hours,Weekly,20123,69,Monthly,66,20,41319,22050,42331
897494,Susan,Collins,Mexico,Female,45,1-3 months,Cricket,2 - 4 hours,Monthly,6241,128,Monthly,591,141,6583,4654,19584
506511,Elizabeth,Chandler,India,Female,25,3-6 months,Cricket,4 - 6 hours,Monthly,72012,101,Monthly,360,140,38027,11201,119411
281125,Michelle,House,Brazil,Female,22,Less than a month,Kabaddi,4 - 6 hours,Occasionally,8198,87,Monthly,809,241,38591,24840,72463
496154,Kurt,Schroeder,Argentina,Female,23,Less than a month,Table Tennis,2 - 4 hours,Weekly,2028,126,Daily,164,73,53071,793,46672
912669,Andrew,Simmons,India,Male,51,Less than a month,Football,2 - 4 hours,Weekly,11757,122,Monthly,522,229,9247,6537,1201
717324,Michael,Greene,India,Male,57,1-3 months,Virtual Games,More than 6 hours,Daily,7687,85,Daily,89,334,9010,3119,22709
953592,Brian,Hernandez,Mexico,Male,18,6-12 months,Football,1 - 2 hours,Weekly,1293,69,Monthly,359,113,40609,19375,52865
702275,Linda,Perez,Brazil,Female,64,3-6 months,Basketball,2 - 4 hours,Occasionally,6195,85,Monthly,602,2307,29148,8813,47249
912020,Courtney,Mendoza,Mexico,Male,36,1-3 months,Football,1 - 2 hours,Weekly,19198,119,Daily,15,312,9392,6725,43590
307635,Zachary,Chavez,Mexico,Female,62,3-6 months,Baseball,1 - 2 hours,Daily,1821,44,Monthly,448,143,57187,22062,61372
134790,Nicole,Newton,Argentina,Male,36,More than a year,Cricket,1 - 2 hours,No,13699,46,Rarely/Never,652,198,33467,22368,68724
700071,Katie,Hicks,India,Male,55,More than a year,Cricket,4 - 6 hours,Daily,11652,79,Weekly,864,458,7134,5044,29297
834357,Gregory,Barnett,Argentina,Male,54,3-6 months,Football,1 - 2 hours,Weekly,11293,47,Weekly,531,154,45018,18894,82148
575539,Christopher,Nash,Argentina,Male,19,1-3 months,Basketball,1 - 2 hours,Daily,2697,110,Monthly,430,57,77645,39715,41001
178850,Angela,Rivera,India,Female,48,More than a year,Cricket,1 - 2 hours,Weekly,7337,111,Daily,630,270,17914,17370,48673
189189,Kristina,Beck,Mexico,Female,27,Less than a month,Cricket,Less than 1 hour,Weekly,128264,4,Rarely/Never,826,324,74755,2630,21463
788867,Melissa,Perez,India,Male,19,3-6 months,Cricket,4 - 6 hours,Daily,38388,61,Rarely/Never,666,1308,50163,35464,80682
447199,Justin,Bradford,Argentina,Female,63,3-6 months,Football,Less than 1 hour,Occasionally,120899,66,Monthly,480,75,43215,30552,60468
313770,Ashley,Fischer,Mexico,Male,45,Less than a month,Cricket,1 - 2 hours,Monthly,4236,44,Weekly,2656,165,13173,9313,29694
735406,Timothy,Ellis,India,Female,67,1-3 months,Cricket,1 - 2 hours,Daily,7860,92,Monthly,426,220,20920,14790,24445
202106,Heather,Le,Mexico,Female,59,6-12 months,Cricket,1 - 2 hours,Daily,10172,105,Weekly,4130,385,11450,3121,28829
953184,Lynn,West,Argentina,Female,58,1-3 months,Other,2 - 4 hours,Monthly,5791,38,Rarely/Never,479,225,32828,14482,53072
352216,Todd,Stevenson,Argentina,Female,62,1-3 months,Cricket,1 - 2 hours,Daily,2765,77,Monthly,698,316,50713,19790,64723
199595,Brandy,Wilkinson,Argentina,Female,65,6-12 months,Other,4 - 6 hours,Weekly,5224,32,Daily,257,312,37545,20092,59141
389571,Gary,Glover,India,Female,48,More than a year,Basketball,1 - 2 hours,Monthly,871,44,Weekly,560,14,8212,5806,13180
105600,Patrick,Lewis,India,Female,44,6-12 months,Basketball,2 - 4 hours,Daily,8328,103,Weekly,599,11,33050,4181,49986
855436,Alison,Torres,Brazil,Female,35,More than a year,Cricket,1 - 2 hours,Daily,719,105,Weekly,703,43,31986,21240,42249
937980,Michelle,Smith,Brazil,Female,22,6-12 months,Avitaor,1 - 2 hours,Monthly,11359,46,Weekly,284,323,21810,8903,44117
814735,Brandy,Moon,Brazil,Female,35,Less than a month,Virtual Games,4 - 6 hours,Occasionally,14865,98,Weekly,644,410,75816,16999,36177
871152,Sarah,Dougherty,Mexico,Female,54,Less than a month,Virtual Games,4 - 6 hours,Daily,132201,57,Monthly,653,294,74836,4734,105596
856108,Meredith,Robinson,India,Male,68,Less than a month,Virtual Games,4 - 6 hours,Daily,2007,107,Weekly,308,137,72143,4668,63890
484160,Robert,Walters,India,Female,43,3-6 months,Cricket,Less than 1 hour,Daily,6077,123,Daily,661,255,72022,10431,68195
845960,James,Mann,Argentina,Female,35,3-6 months,Football,2 - 4 hours,Occasionally,19249,52,Daily,463,30,2610,1447,35137
862209,Jonathan,Elliott,Brazil,Female,34,1-3 months,Virtual Games,1 - 2 hours,Weekly,99729,89,Rarely/Never,13,26,47017,6507,43386
113953,Meredith,Williams,Argentina,Female,51,3-6 months,Basketball,Less than 1 hour,Daily,32867,36,Rarely/Never,138,67,7428,5251,53751
730043,Eddie,Williams,Brazil,Male,21,1-3 months,Virtual Games,4 - 6 hours,Monthly,7532,76,Rarely/Never,144,7,21478,16949,51627
916416,Cody,Adams,India,Male,54,6-12 months,Cricket,4 - 6 hours,Monthly,6387,38,Weekly,654,387,9750,6893,24289
334087,William,Bean,Argentina,Male,50,1-3 months,Cricket,Less than 1 hour,Weekly,31262,103,Weekly,742,272,2593,2180,55566
169359,Travis,Wilson,India,Female,47,1-3 months,Cricket,Less than 1 hour,Occasionally,2069,88,Monthly,740,133,26013,7150,31207
102112,Calvin,Ramirez,Mexico,Male,68,3-6 months,Cricket,Less than 1 hour,Weekly,10393,28,Monthly,735,392,76060,11978,42198
485847,Shawn,Myers,Brazil,Female,34,1-3 months,Kabaddi,2 - 4 hours,Occasionally,48335,94,Daily,609,87,32138,16015,119577
471253,Patrick,Anderson,Argentina,Female,67,More than a year,Basketball,1 - 2 hours,Daily,12306,66,Monthly,542,40,47713,33732,26859
875947,David,Castillo,Argentina,Female,45,1-3 months,Virtual Games,2 - 4 hours,Occasionally,3022,64,Weekly,65,349,27904,19727,44973
306487,Kristin,Jones,India,Female,58,1-3 months,Virtual Games,2 - 4 hours,Daily,2172,44,Weekly,281,76,44903,24660,73201
299387,Sarah,Monroe,Brazil,Female,21,1-3 months,Cricket,Less than 1 hour,Daily,8652,103,Monthly,612,212,33482,23671,69103
240682,Courtney,Ellison,Mexico,Male,58,Less than a month,Basketball,More than 6 hours,Daily,4018,86,Daily,14078,214,38322,34744,67127
512376,Rachael,Garcia,Brazil,Male,20,3-6 months,Basketball,Less than 1 hour,Weekly,10158,67,Weekly,71,279,31954,22591,61811
148936,Melissa,Watts,India,Male,18,Less than a month,Cricket,2 - 4 hours,Weekly,2559,96,Daily,622,37,50713,5851,50305
170974,Ashley,Henry,Brazil,Female,23,3-6 months,Cricket,Less than 1 hour,Weekly,13191,89,Weekly,663,405,54626,7135,50354
275383,Brittany,Sherman,Brazil,Female,30,1-3 months,Cricket,2 - 4 hours,No,5081,49,Rarely/Never,305,388,29933,21162,53784
212516,Clayton,Armstrong,Argentina,Female,24,3-6 months,Basketball,4 - 6 hours,Daily,4061,96,Monthly,367,379,9780,6914,24805
669941,Kristen,Jones,Mexico,Female,33,6-12 months,Football,4 - 6 hours,Daily,19437,52,Monthly,585,267,10904,9254,48741
611719,Casey,Francis,Mexico,Female,59,3-6 months,Cricket,1 - 2 hours,Weekly,613,73,Weekly,553,56,84286,33027,34276
913307,Kellie,Smith,Brazil,Male,68,3-6 months,Cricket,2 - 4 hours,Daily,8917,32,Rarely/Never,617,480,22419,15850,55680
120228,Jennifer,Green,Mexico,Female,62,1-3 months,Cricket,1 - 2 hours,Monthly,2217,54,Weekly,592,157,55192,24536,52133
710876,Laura,Guerrero,Mexico,Female,30,1-3 months,Cricket,4 - 6 hours,Weekly,10634,16,Weekly,542,387,38383,5765,60979
908350,Christian,Randall,Brazil,Female,57,1-3 months,Basketball,4 - 6 hours,Weekly,5961,74,Monthly,798,193,171124,9346,127566
470437,Thomas,Peterson,Argentina,Female,25,More than a year,Football,1 - 2 hours,Daily,16428,72,Weekly,368,135,33244,23721,74163
861017,Ross,Levine,India,Male,37,More than a year,Cricket,Less than 1 hour,Occasionally,82514,104,Monthly,23,383,7124,5036,116448
207023,Devin,Martinez,Mexico,Female,60,6-12 months,Cricket,Not using per day.,Daily,6582,90,Daily,752,293,501,354,11575
602174,Ryan,Johnson,Argentina,Male,69,Less than a month,Football,2 - 4 hours,Monthly,11401,52,Monthly,344,30,50465,6174,76997
601175,Kelly,Small,India,Male,64,Less than a month,Football,2 - 4 hours,Daily,95355,42,Monthly,105,189,25971,18361,126566
637232,Holly,Hughes,India,Male,66,More than a year,Cricket,1 - 2 hours,Weekly,10379,93,Weekly,509,277,36217,2906,49442
974588,Vanessa,Sanchez,Brazil,Female,59,3-6 months,Cricket,1 - 2 hours,Daily,4141,107,Weekly,694,354,8117,5738,18278
514413,Heidi,Carlson,India,Male,68,Less than a month,Basketball,1 - 2 hours,Weekly,18094,62,Weekly,184,119,2519,1781,33430
618688,Jeffery,Cohen,Argentina,Male,61,Less than a month,Baseball,2 - 4 hours,No,2729,115,Weekly,492,593,57386,8831,52224
997416,Rebecca,Delgado,India,Female,20,1-3 months,Baseball,Less than 1 hour,Monthly,27260,71,Monthly,562,264,74757,27610,129538
872182,Daniel,Walton,Brazil,Female,66,More than a year,Baseball,1 - 2 hours,Occasionally,60150,111,Monthly,446,472,67230,23100,148329
808023,Amber,Lara,Mexico,Female,60,Less than a month,Cricket,2 - 4 hours,Monthly,4938,100,Monthly,547,146,34089,18645,54587
513278,Micheal,Herrera,India,Male,33,3-6 months,Virtual Games,4 - 6 hours,Occasionally,13196,103,Monthly,542,501,34132,729,50575
591357,Billy,Warren,India,Female,20,Less than a month,Other,1 - 2 hours,Monthly,32315,40,Daily,749,83,10498,8055,68682
507973,Ryan,Cohen,Brazil,Female,37,1-3 months,Basketball,1 - 2 hours,Daily,9977,65,Monthly,293,1385,3119,2205,20872
718845,Anthony,Irwin,India,Male,60,More than a year,Cricket,4 - 6 hours,Daily,20488,706,Weekly,547,352,30159,25076,69990
769213,Samuel,Reeves,Brazil,Male,35,3-6 months,Virtual Games,2 - 4 hours,Monthly,103992,16,Rarely/Never,481,303,11645,7639,187650
339153,Brittany,Brennan,Brazil,Male,61,3-6 months,Cricket,1 - 2 hours,Monthly,16918,89,Monthly,223,338,41700,14687,61550
460249,Amy,Hodge,Argentina,Female,19,3-6 months,Cricket,4 - 6 hours,Daily,10140,90,Monthly,712,79,29482,7770,47503
639642,Carol,Cross,India,Female,62,1-3 months,Baseball,2 - 4 hours,Monthly,8212,113,Rarely/Never,293,101,62723,14598,82965
995525,Michael,Robbins,Brazil,Male,32,3-6 months,Cards,2 - 4 hours,Monthly,10224,70,Daily,514,144,62024,9351,75816
541321,Rebecca,Morse,Argentina,Male,47,Less than a month,Virtual Games,2 - 4 hours,Weekly,59592,57,Weekly,692,1,52176,21576,158220
201215,Bradley,Bean,Argentina,Female,62,3-6 months,Basketball,4 - 6 hours,Daily,667,99,Weekly,456,164,22223,15711,30576
311242,Nicholas,Gutierrez,India,Female,30,3-6 months,Basketball,4 - 6 hours,Daily,2059,46,Weekly,803,399,44191,3086,41805
